sample	probe_id	CpG_meth	CpG_total	CpG_frac	nonCpG_meth	nonCpG_total	nonCpG_frac	n_reads	n_reads_with_CpG
V34_S4	cg14473102	10405	205319	0.0506772	4058	275644	0.0147219	9290	9290
V34_S4	cg14489801	1560	11649	0.133917	791	64963	0.0121762	2025	2025
V34_S4	cg14712186	58845	1394456	0.0421993	48238	2964828	0.0162701	103747	103747
V34_S4	cg14743594	1652121	2918401	0.566105	77408	5883700	0.0131563	175021	175021
V34_S4	cg14861089	10845	310478	0.03493	6761	567390	0.011916	17090	17090
V34_S4	cg15044248	6121	596443	0.0102625	22347	1795180	0.0124483	48146	48146
V34_S4	cg15267232	8048	249137	0.0323035	3820	606440	0.00629906	15779	15779
V34_S4	cg15467646	177622	611158	0.290632	24097	1643349	0.0146633	46940	46940
V34_S4	cg15576900	33653	934540	0.0360102	44678	2839194	0.0157362	85203	85200
V34_S4	cg15778437	41958	705905	0.0594386	16769	1964135	0.0085376	58304	58304
V34_S4	cg15836635	99063	2061165	0.0480617	99238	7236415	0.0137137	206173	206133
V34_S4	cg15994026	8658	744442	0.0116302	22936	1889391	0.0121394	55553	55553
V34_S4	cg16150752	61411	920992	0.0666792	20442	1744481	0.0117181	53072	53071
V34_S4	cg16328106	9998	167034	0.0598561	3799	467333	0.00812911	13965	13965
V34_S4	cg16732616	4450	114668	0.0388077	2144	193707	0.0110683	5999	5999
V34_S4	cg16779463	7454	735309	0.0101372	27945	2214230	0.0126206	59532	59532
V34_S4	cg16926316	204749	221481	0.924454	12330	867209	0.014218	20554	20554
V34_S4	cg17031478	6758	215905	0.0313008	4321	487590	0.00886195	13651	13651
V34_S4	cg17712694	13225	202035	0.065459	4376	382784	0.011432	11589	11589
V34_S4	cg17774001	145558	160108	0.909124	18562	978231	0.0189751	29339	29339
V34_S4	cg17812788	1533	87684	0.0174832	1869	189220	0.00987739	5480	5480
V34_S4	cg17839237	777	54976	0.0141334	1646	176187	0.00934235	5428	5428
V34_S4	cg17872757	6932	533695	0.0129887	20996	1553695	0.0135136	46666	46647
V34_S4	cg17969084	9636	824847	0.0116822	35078	2400089	0.0146153	74018	74018
V34_S4	cg18091469	6759	32935	0.205222	2703	126448	0.0213764	3796	3796
V34_S4	cg18206027	14660	568733	0.0257766	17604	1364728	0.0128993	41860	41860
V34_S4	cg18621142	325363	364438	0.89278	21744	1740477	0.0124931	47944	47944
V34_S4	cg18751958	301545	332337	0.907347	31979	1093353	0.0292486	26093	26093
V34_S4	cg18816098	4070	198182	0.0205367	11132	626085	0.0177803	17065	17065
V34_S4	cg19497031	119	2946	0.0403938	83	5971	0.0139005	188	188
V34_S4	cg19807257	1841	15072	0.122147	661	47138	0.0140227	1145	1145
V34_S4	cg19882915	370617	392196	0.944979	10870	1784243	0.00609222	44061	43983
V34_S4	cg20072442	81201	1999072	0.0406193	73386	5915591	0.0124055	168590	168590
V34_S4	cg20079899	28395	930145	0.0305275	21785	2200807	0.00989864	69153	69153
V34_S4	cg20183619	112048	2371178	0.0472541	74291	6930286	0.0107198	204355	204329
V34_S4	cg20295992	36746	590629	0.062215	26796	1958351	0.0136829	61828	61814
V34_S4	cg20449590	21814	108120	0.201757	3453	285357	0.0121006	9078	9043
V34_S4	cg20690085	221631	238490	0.929309	24628	1259582	0.0195525	32830	32830
V34_S4	cg20872937	146367	2481760	0.0589771	74170	6806259	0.0108973	195312	195312
V34_S4	cg20980783	90066	2655098	0.0339219	95676	7353047	0.0130117	215155	215155
V34_S4	cg21038156	118476	2336148	0.0507143	107071	5651996	0.0189439	176729	176674
V34_S4	cg21039708	21646	264941	0.0817012	11644	750843	0.0155079	21775	21775
V34_S4	cg21185289	214496	2820784	0.0760413	107525	8107222	0.0132629	241990	241787
V34_S4	cg21277995	92805	2934995	0.0316202	75987	5367698	0.0141563	187744	187744
V34_S4	cg21790626	4331	133440	0.0324565	4623	355666	0.0129981	10621	10621
V34_S4	cg21898844	360783	391276	0.922068	27885	2045744	0.0136307	54549	54537
V34_S4	cg21929943	33873	682708	0.0496156	19723	2005542	0.00983425	55798	55798
V34_S4	cg22231056	2262	136983	0.016513	3406	408367	0.00834054	11734	11734
V34_S4	cg22399133	4643	127170	0.0365102	4443	404728	0.0109777	9747	9747
V34_S4	cg22868282	40537	1130033	0.0358724	32952	2695173	0.0122263	94802	94802
V34_S4	cg23026864	5322	128165	0.0415246	2247	277763	0.00808963	7754	7754
V34_S4	cg23164203	615	177134	0.00347195	10640	679599	0.0156563	18193	18193
V34_S4	cg23871697	198248	211837	0.935852	20387	919132	0.0221807	20366	20366
V34_S4	cg23912454	672	94721	0.00709452	3298	226217	0.0145789	6633	6633
V34_S4	cg23960736	30749	44662	0.688482	19433	1335680	0.0145491	39515	38360
V34_S4	cg24221648	4307	188437	0.0228564	4754	340154	0.013976	10562	10562
V34_S4	cg24292235	7210	584411	0.0123372	20194	1566124	0.0128943	44880	44880
V34_S4	cg24416513	11936	153050	0.0779876	3977	187506	0.02121	6567	6567
V34_S4	cg24507921	569	47249	0.0120426	3795	324944	0.0116789	8071	8071
V34_S4	cg24632241	5563	137740	0.0403877	5126	405507	0.012641	11607	11607
V34_S4	cg24761507	747954	10072962	0.0742536	479686	35712086	0.013432	1088105	1087520
V34_S4	cg24831879	195974	207426	0.94479	15702	1024391	0.0153281	23062	23062
V34_S4	cg25200152	4508	130153	0.0346362	4518	450221	0.0100351	12802	12802
V34_S4	cg25875213	13604	896368	0.0151768	33806	2563444	0.0131877	78210	78210
V34_S4	cg25884711	59782	1507118	0.0396664	61828	4801354	0.0128772	138766	138714
V34_S4	cg26121782	6030	113195	0.0532709	2855	217757	0.0131109	7267	7267
V34_S4	cg26682580	92657	2039366	0.0454342	62942	5426570	0.0115989	156451	156449
V34_S4	cg27200446	737583	2150429	0.342993	104798	6140008	0.0170681	180778	180778
V34_S4	cg27393010	25371	246109	0.103088	11440	633271	0.0180649	19639	19639
V34_S4	cg27577527	1421	424504	0.00334744	25781	1630310	0.0158136	43472	43472
V34_S5	cg00002719	666	48688	0.0136789	1966	161278	0.0121901	4699	4699
V34_S5	cg00469207	4896	96141	0.0509252	2167	270061	0.00802411	7625	7625
V34_S5	cg00582524	8215	155561	0.0528089	3608	455692	0.00791763	13379	13379
V34_S5	cg00995986	11891	137695	0.0863575	9088	636782	0.0142718	19697	19606
V34_S5	cg01163404	288327	321029	0.898134	15836	1634042	0.00969131	44794	44794
V34_S5	cg01419831	221031	1525852	0.144857	71691	5187888	0.0138189	157315	157315
V34_S5	cg01452847	4790	164497	0.0291191	2685	370645	0.00724413	10436	10436
V34_S5	cg01576677	23831	528960	0.0450526	13300	1111995	0.0119605	33646	33646
V34_S5	cg02467990	26002	986791	0.0263501	24802	2318093	0.0106993	71526	71526
V34_S5	cg02511231	413112	5646084	0.0731679	161291	14330480	0.0112551	450834	450833
V34_S5	cg02571204	574735	597356	0.962131	34137	2035253	0.0167729	64544	64538
V34_S5	cg02699898	373632	413446	0.903702	39542	1524696	0.0259344	38483	38483
V34_S5	cg02919936	251485	3567688	0.0704896	140779	10047643	0.0140111	287045	287045
V34_S5	cg03011535	120140	1780677	0.0674687	34755	5189651	0.00669698	133237	133237
V34_S5	cg03217795	5053	458522	0.0110202	8232	978596	0.00841205	28939	28939
V34_S5	cg03257575	69205	517991	0.133603	15760	1559261	0.0101074	39988	39988
V34_S5	cg03401096	77542	990503	0.0782855	20165	2617655	0.00770346	82729	82729
V34_S5	cg03502002	7622	231881	0.0328703	3202	442871	0.0072301	14068	14068
V34_S5	cg03563667	3754	168167	0.022323	3588	381413	0.00940713	9545	9545
V34_S5	cg03735888	73646	613071	0.120126	15126	2033643	0.00743788	59457	59457
V34_S5	cg04123776	17338	418244	0.0414543	10958	1202308	0.00911414	35760	35760
V34_S5	cg04261408	945	89345	0.010577	1455	213620	0.00681116	6995	6995
V34_S5	cg04281464	117085	552666	0.211855	12002	1797123	0.00667845	50451	50451
V34_S5	cg04869380	133197	142811	0.93268	9050	1421957	0.00636447	31295	31283
V34_S5	cg04904331	16029	619290	0.0258829	15463	1449730	0.0106661	44810	44810
V34_S5	cg05057720	9853	200155	0.0492268	4255	448299	0.00949143	12885	12885
V34_S5	cg05166490	91492	1751911	0.0522241	46882	3934396	0.0119159	124972	124972
V34_S5	cg05302386	49408	1518648	0.0325342	50383	4801946	0.0104922	135815	135815
V34_S5	cg05374412	36263	814195	0.0445385	22764	2351529	0.00968051	63382	63382
V34_S5	cg05377226	10534	446388	0.0235983	8798	1046593	0.00840632	32082	32082
V34_S5	cg05917460	70659	1427655	0.049493	51403	4906680	0.0104761	140184	140146
V34_S5	cg06013113	310866	340270	0.913586	20916	1301278	0.0160734	33284	33284
V34_S5	cg06382344	90830	1279022	0.0710152	20514	2036186	0.0100747	64029	64029
V34_S5	cg06463958	196291	3633014	0.0540298	113099	10515985	0.010755	310726	310726
V34_S5	cg06530490	28802	831391	0.0346431	19386	1904392	0.0101796	58140	58140
V34_S5	cg06590173	5757	46966	0.122578	3828	363054	0.0105439	10464	10322
V34_S5	cg06825142	1003483	2971431	0.33771	81658	8742095	0.00934078	258075	257927
V34_S5	cg06962944	67507	1007698	0.0669913	19546	2938822	0.00665096	75323	75323
V34_S5	cg07790615	81903	1565564	0.0523153	23027	3093817	0.00744291	101064	101064
V34_S5	cg07915921	9497	96200	0.0987214	1487	226160	0.00657499	6365	6365
V34_S5	cg08382226	132003	2285003	0.0577693	82798	7422421	0.0111551	241412	241225
V34_S5	cg08548396	556249	1249806	0.445068	65915	3365963	0.0195828	108486	108486
V34_S5	cg08566455	4569	47324	0.0965472	1332	95327	0.013973	2193	2193
V34_S5	cg08862890	5256	279443	0.0188088	6169	747972	0.00824763	22102	22102
V34_S5	cg08934785	7146	155195	0.0460453	5365	718316	0.00746886	20193	20193
V34_S5	cg09250933	20178	253511	0.0795942	11340	1080669	0.0104935	29984	29984
V34_S5	cg09493505	20368	768705	0.0264965	19163	1801529	0.0106371	55633	55633
V34_S5	cg10143067	50370	958898	0.052529	30906	3080089	0.0100341	93932	93924
V34_S5	cg10249375	30268	680040	0.0445091	23387	2283711	0.0102408	65322	65322
V34_S5	cg10512745	682150	8409023	0.0811212	415959	27046155	0.0153796	949907	949539
V34_S5	cg11014373	36773	616648	0.0596337	25498	1715164	0.0148662	54396	54396
V34_S5	cg11017065	7677	585634	0.0131089	18829	1684809	0.0111757	50391	50391
V34_S5	cg11314310	628343	702548	0.894377	30463	2127548	0.0143184	65211	65211
V34_S5	cg11561737	96754	1598460	0.0605295	67310	3872623	0.017381	131182	131182
V34_S5	cg11601252	773543	8702020	0.0888923	312014	25194277	0.0123843	801263	800881
V34_S5	cg11660826	3128	107661	0.0290542	2396	254994	0.0093963	8545	8545
V34_S5	cg11942956	11002	94131	0.11688	4697	154209	0.0304587	4923	4923
V34_S5	cg11957331	177146	1095223	0.161744	27317	2689699	0.0101562	83510	83508
V34_S5	cg12042659	5551	45641	0.121623	1160	151435	0.00766005	4411	4411
V34_S5	cg12074025	2961	320888	0.00922752	6854	961195	0.00713071	25952	25952
V34_S5	cg12483476	205099	1570221	0.130618	40287	2998574	0.0134354	94706	94706
V34_S5	cg12528056	827367	907693	0.911505	24459	2132832	0.0114679	59149	59149
V34_S5	cg12928379	421444	1251343	0.336793	34533	3677809	0.00938956	108754	108698
V34_S5	cg12974388	745176	8252968	0.0902919	377273	29158857	0.0129385	887114	884845
V34_S5	cg13314145	188293	2499360	0.0753365	46811	4973237	0.00941258	146384	146384
V34_S5	cg13592399	47761	1587730	0.0300813	52089	5643691	0.0092296	155073	155029
V34_S5	cg13840308	406026	436998	0.929126	28487	1648238	0.0172833	51161	51161
V34_S5	cg13912117	165920	3421557	0.0484925	89403	8938648	0.0100018	264779	264746
V34_S5	cg13939859	25586	563076	0.0454397	16432	1175619	0.0139773	41325	41325
V34_S5	cg13958426	3667	333335	0.0110009	13674	1113352	0.0122818	31897	31897
V34_S5	cg14038391	29681	569482	0.0521193	9810	1396891	0.00702274	37842	37842
V34_S5	cg14050824	397288	451629	0.879678	27184	1730759	0.0157064	43494	43494
V34_S5	cg14123923	124631	3382619	0.0368445	87032	6686211	0.0130166	222772	222771
V34_S5	cg14168530	140855	2009933	0.0700795	54014	5160446	0.0104669	170394	170374
V34_S5	cg14186641	67239	2510247	0.0267858	60088	5479324	0.0109663	178187	178186
V34_S5	cg14327531	3083	138424	0.0222721	8205	438309	0.0187197	17843	17843
V34_S5	cg14394692	2254183	3410267	0.660999	108927	10424915	0.0104487	279023	279012
V34_S5	cg14458834	585	34426	0.016993	660	84540	0.00780696	1826	1826
V34_S5	cg14473102	10807	192534	0.0561303	3130	259111	0.0120798	8550	8550
V34_S5	cg14489801	1602	11115	0.14413	595	60004	0.00991601	1902	1902
V34_S5	cg14712186	61895	1357508	0.0455946	40052	2835504	0.0141252	99551	99551
V34_S5	cg14743594	1701143	3230140	0.526647	68428	6412797	0.0106705	193680	193680
V34_S5	cg14861089	11524	338859	0.0340082	5694	618409	0.0092075	18615	18615
V34_S5	cg15044248	5448	563198	0.00967333	16684	1686843	0.00989067	45563	45563
V34_S5	cg15267232	12940	258479	0.0500621	3361	620069	0.00542036	16284	16284
V34_S5	cg15467646	168571	670470	0.251422	20609	1718334	0.0119936	51126	51126
V34_S5	cg15576900	25456	880391	0.0289144	32744	2634086	0.0124309	80349	80348
V34_S5	cg15778437	57722	710452	0.0812469	13632	1937397	0.00703625	58139	58139
V34_S5	cg15836635	101599	2060183	0.0493155	79758	7139356	0.0111716	204382	204382
V34_S5	cg15994026	11011	749302	0.014695	17994	1920868	0.00936764	56746	56746
V34_S5	cg16150752	105560	982634	0.107426	17772	1870283	0.00950231	56078	56078
V34_S5	cg16328106	7350	179831	0.0408717	3149	496529	0.00634203	15221	15221
V34_S5	cg16732616	5640	122766	0.0459411	2147	206548	0.0103947	6379	6379
V34_S5	cg16779463	6551	691801	0.00946949	21026	2076473	0.0101258	56174	56174
V34_S5	cg16926316	212042	231465	0.916087	9808	913256	0.0107396	21190	21190
V34_S5	cg17031478	6735	191957	0.035086	2987	443979	0.0067278	12247	12247
V34_S5	cg17712694	23479	220572	0.106446	4094	417237	0.00981217	12516	12516
V34_S5	cg17774001	139152	154936	0.898126	13535	950377	0.0142417	29537	29534
V34_S5	cg17812788	1414	102750	0.0137616	1630	222878	0.00731342	6451	6451
V34_S5	cg17839237	675	56889	0.0118652	1006	175862	0.00572039	5559	5559
V34_S5	cg17872757	7151	544708	0.0131281	17593	1566639	0.0112298	47031	47031
V34_S5	cg17969084	9738	786031	0.0123888	28548	2276294	0.0125414	71163	71163
V34_S5	cg18091469	1742	23882	0.072942	1452	90090	0.0161172	2715	2715
V34_S5	cg18206027	15278	586557	0.0260469	14467	1373918	0.0105297	42391	42391
V34_S5	cg18621142	332181	375334	0.885028	16949	1731221	0.0097902	49679	49675
V34_S5	cg18751958	385646	423109	0.911458	36260	1390087	0.0260847	33219	33219
V34_S5	cg18816098	5460	227080	0.0240444	11099	709204	0.0156499	19334	19334
V34_S5	cg19497031	116	3265	0.0355283	78	6822	0.0114336	229	229
V34_S5	cg19807257	1947	14859	0.131032	460	44601	0.0103137	1157	1157
V34_S5	cg19882915	461572	494488	0.933434	11272	2220557	0.0050762	55148	55148
V34_S5	cg20072442	78241	2095764	0.0373329	56303	6016018	0.00935885	176256	176256
V34_S5	cg20079899	28891	1001978	0.028834	18637	2357291	0.00790611	74088	74088
V34_S5	cg20183619	118286	2255961	0.0524326	58243	6578186	0.00885396	193960	193925
V34_S5	cg20295992	33165	575445	0.0576337	20648	1866676	0.0110614	60745	60697
V34_S5	cg20449590	13016	89497	0.145435	2799	216872	0.0129062	7838	7838
V34_S5	cg20690085	271498	291179	0.932409	21286	1452234	0.0146574	38829	38829
V34_S5	cg20872937	169548	2690187	0.0630246	64958	7283522	0.00891849	211495	211495
V34_S5	cg20980783	88916	2588474	0.0343507	71710	6990834	0.0102577	204203	204203
V34_S5	cg21038156	160525	2299463	0.0698098	89353	5509807	0.0162171	172713	172635
V34_S5	cg21039708	22056	265714	0.0830065	8310	759593	0.0109401	21729	21729
V34_S5	cg21185289	210604	2879504	0.073139	88452	7973509	0.0110932	242943	242914
V34_S5	cg21277995	101372	3194973	0.0317286	66771	5605145	0.0119124	204842	204842
V34_S5	cg21790626	7403	141471	0.0523287	3251	376352	0.00863819	11028	11028
V34_S5	cg21898844	400848	432009	0.92787	23781	2237223	0.0106297	60209	60198
V34_S5	cg21929943	37445	730846	0.0512351	16587	2066564	0.00802637	58138	58138
V34_S5	cg22231056	1364	143776	0.00948698	2625	407706	0.00643846	12356	12356
V34_S5	cg22399133	5061	118613	0.0426682	3496	384915	0.00908252	8950	8950
V34_S5	cg22868282	44471	1221279	0.0364135	28656	2835448	0.0101063	103289	103289
V34_S5	cg23026864	9059	155616	0.0582138	2734	329995	0.00828497	9464	9464
V34_S5	cg23164203	957	177574	0.0053893	8604	672899	0.0127865	18205	18205
V34_S5	cg23871697	201586	215835	0.933982	19112	928582	0.0205819	20462	20462
V34_S5	cg23912454	1170	110002	0.0106362	3254	257412	0.0126412	7822	7822
V34_S5	cg23960736	34002	48761	0.69732	15364	1464032	0.0104943	43464	42045
V34_S5	cg24221648	8318	207417	0.0401028	4652	361393	0.0128724	11294	11294
V34_S5	cg24292235	4963	647935	0.00765972	15903	1704233	0.00933147	49411	49411
V34_S5	cg24416513	14148	157406	0.0898822	4003	175752	0.0227764	6559	6559
V34_S5	cg24507921	753	45631	0.0165019	3161	313251	0.0100909	7910	7910
V34_S5	cg24632241	5275	145401	0.036279	3989	417477	0.00955502	12182	12182
V34_S5	cg24761507	724509	9983010	0.0725742	379971	34777288	0.0109258	1074651	1074148
V34_S5	cg24831879	208597	223220	0.934491	14480	1072486	0.0135013	24797	24797
V34_S5	cg25200152	2626	86350	0.0304111	2181	305415	0.0071411	8785	8785
V34_S5	cg25875213	9020	911818	0.00989233	25219	2583170	0.00976281	79230	79230
V34_S5	cg25884711	70024	1547275	0.0452563	50022	4859861	0.0102929	141600	141510
V34_S5	cg26121782	7028	133940	0.0524713	2978	249961	0.0119139	8229	8229
V34_S5	cg26682580	97376	1958170	0.0497281	50978	5181838	0.00983782	150575	150575
V34_S5	cg27200446	853842	2290897	0.372711	96464	6350241	0.0151906	190730	190730
V34_S5	cg27393010	25836	252477	0.10233	8958	649924	0.0137832	20075	20075
V34_S5	cg27577527	2438	429707	0.00567363	20589	1628469	0.0126432	44131	44131
V34_S6	cg00002719	936	76381	0.0122544	2601	258496	0.0100621	7093	7093
V34_S6	cg00469207	5707	125534	0.0454618	2635	370571	0.00711065	9963	9963
V34_S6	cg00582524	4796	113270	0.0423413	2283	350068	0.00652159	9730	9730
V34_S6	cg00995986	20117	119450	0.168414	6056	563782	0.0107417	17270	17200
V34_S6	cg01163404	196086	226798	0.864584	10857	1164037	0.00932702	30954	30954
V34_S6	cg01419831	169095	1158290	0.145987	48780	3879831	0.0125727	114980	114980
V34_S6	cg01452847	3494	104133	0.0335532	1329	230636	0.00576233	6443	6443
V34_S6	cg01576677	20225	385432	0.0524736	8713	825158	0.0105592	24166	24166
V34_S6	cg02467990	8762	380808	0.023009	8901	918685	0.00968885	27067	27067
V34_S6	cg02511231	273879	3967996	0.069022	100082	10227811	0.00978528	306855	306817
V34_S6	cg02571204	434754	452327	0.96115	23687	1566822	0.0151179	48318	48312
V34_S6	cg02699898	234615	260047	0.902202	23638	952712	0.0248113	23377	23377
V34_S6	cg02919936	188868	2422037	0.077979	84289	6916697	0.0121863	188431	188431
V34_S6	cg03011535	37838	549750	0.0688276	9170	1642014	0.00558461	39319	39319
V34_S6	cg03217795	6391	302238	0.0211456	5799	672482	0.00862328	18445	18445
V34_S6	cg03257575	42007	325223	0.129164	10405	1014862	0.0102526	24650	24650
V34_S6	cg03401096	43326	720344	0.0601463	13066	1899648	0.00687812	56756	56756
V34_S6	cg03502002	3624	121782	0.0297581	1786	240653	0.00742147	7151	7151
V34_S6	cg03563667	2202	108018	0.0203855	2007	246808	0.00813183	6037	6037
V34_S6	cg03735888	51849	403060	0.128638	8410	1329845	0.00632405	37393	37393
V34_S6	cg04123776	9231	277459	0.0332698	7193	809680	0.00888376	23194	23194
V34_S6	cg04261408	623	56138	0.0110977	806	136530	0.00590346	4176	4176
V34_S6	cg04281464	66282	383813	0.172693	7178	1280255	0.0056067	33863	33863
V34_S6	cg04869380	105055	113555	0.925146	8348	1199454	0.00695983	25521	25505
V34_S6	cg04904331	3984	178080	0.022372	4119	429063	0.00959999	12699	12699
V34_S6	cg05057720	8548	177840	0.0480657	3628	398063	0.00911414	10958	10958
V34_S6	cg05166490	58154	1127081	0.051597	26136	2608444	0.0100198	79130	79130
V34_S6	cg05302386	36265	1096405	0.0330763	29561	3438114	0.00859803	93478	93478
V34_S6	cg05374412	23286	592025	0.0393328	14153	1761903	0.00803279	45494	45494
V34_S6	cg05377226	12791	289493	0.0441841	5641	701511	0.00804121	20087	20087
V34_S6	cg05917460	49015	1049191	0.0467169	33489	3568963	0.0093834	98211	98188
V34_S6	cg06013113	213667	232938	0.91727	14081	888567	0.0158469	21571	21571
V34_S6	cg06382344	65384	813851	0.080339	13095	1319494	0.00992426	39043	39043
V34_S6	cg06463958	116143	2606926	0.0445517	70759	7600457	0.00930983	214871	214871
V34_S6	cg06530490	39570	613849	0.0644621	13092	1432032	0.00914225	41591	41591
V34_S6	cg06590173	11649	42348	0.275078	3022	320572	0.0094269	9069	8970
V34_S6	cg06825142	325667	1012737	0.321571	27192	3192931	0.00851631	89581	89509
V34_S6	cg06962944	99064	1425612	0.0694888	23569	4263923	0.00552754	102105	102105
V34_S6	cg07790615	44566	1123293	0.0396744	14587	2299324	0.00634404	70439	70439
V34_S6	cg07915921	6283	69751	0.0900776	931	165537	0.00562412	4458	4458
V34_S6	cg08382226	76807	1186327	0.0647435	38546	3964143	0.00972367	121880	121824
V34_S6	cg08548396	323229	818687	0.394814	38693	2260559	0.0171166	69917	69917
V34_S6	cg08566455	3164	41662	0.0759445	999	86224	0.0115861	1775	1775
V34_S6	cg08862890	4421	213593	0.0206982	3856	592948	0.0065031	16470	16470
V34_S6	cg08934785	4302	98253	0.0437849	3028	463970	0.00652628	12440	12440
V34_S6	cg09250933	17775	183592	0.0968179	6943	823938	0.0084266	21582	21582
V34_S6	cg09493505	15528	665618	0.0233287	15306	1609993	0.00950687	47424	47424
V34_S6	cg10143067	40032	723489	0.0553319	17974	2352237	0.00764124	69112	69102
V34_S6	cg10249375	20400	470612	0.0433478	13631	1621135	0.00840831	43890	43890
V34_S6	cg10512745	446978	5828794	0.0766845	258702	19461893	0.0132927	654078	653894
V34_S6	cg11014373	23890	417057	0.0572823	15325	1169659	0.0131021	36570	36570
V34_S6	cg11017065	463	24647	0.0187852	683	72774	0.00938522	2074	2074
V34_S6	cg11314310	496833	535950	0.927014	21641	1669087	0.0129658	49574	49574
V34_S6	cg11561737	77404	1308243	0.0591664	47332	3146749	0.0150416	104432	104432
V34_S6	cg11601252	508077	6225917	0.0816068	190710	18295585	0.0104238	555220	555061
V34_S6	cg11660826	2443	69510	0.035146	1534	181643	0.00844514	5560	5560
V34_S6	cg11942956	4555	56095	0.0812015	2204	97354	0.022639	2812	2812
V34_S6	cg11957331	113140	699035	0.161852	15179	1727572	0.00878632	51041	51041
V34_S6	cg12042659	8157	64113	0.127228	1333	210568	0.0063305	5935	5935
V34_S6	cg12074025	2584	272622	0.00947833	5134	831635	0.00617338	21508	21508
V34_S6	cg12483476	147089	1105846	0.13301	24492	2140794	0.0114406	64112	64112
V34_S6	cg12528056	567557	622604	0.911586	15844	1478888	0.0107135	40250	40250
V34_S6	cg12928379	476106	1473997	0.323003	39791	4647229	0.00856231	130461	130345
V34_S6	cg12974388	521607	5989713	0.0870838	251356	22339546	0.0112516	659875	658994
V34_S6	cg13314145	104335	1609516	0.0648238	25288	3283753	0.00770094	92879	92879
V34_S6	cg13592399	28215	1058537	0.0266547	30123	3807794	0.00791088	100534	100514
V34_S6	cg13840308	318071	345067	0.921766	18223	1301615	0.0140003	38506	38506
V34_S6	cg13912117	87061	2293964	0.0379522	53845	6177956	0.00871567	176351	176350
V34_S6	cg13939859	34896	796176	0.0438295	20463	1702057	0.0120225	56842	56842
V34_S6	cg13958426	2731	217194	0.012574	7300	734035	0.00994503	20137	20137
V34_S6	cg14038391	20665	383474	0.0538889	6334	967447	0.00654713	25037	25037
V34_S6	cg14050824	281256	327766	0.8581	16445	1271893	0.0129295	30980	30980
V34_S6	cg14123923	102675	2318351	0.0442879	56731	4691671	0.0120919	147927	147926
V34_S6	cg14168530	102178	1401965	0.072882	34250	3737228	0.00916455	117133	117132
V34_S6	cg14186641	51855	1735237	0.0298835	40923	3920824	0.0104373	119838	119831
V34_S6	cg14327531	2517	94504	0.0266338	4445	301743	0.0147311	11535	11535
V34_S6	cg14394692	1451389	2216070	0.654938	62852	7017989	0.00895584	180051	180039
V34_S6	cg14458834	381	25732	0.0148065	333	62681	0.00531261	1409	1409
V34_S6	cg14473102	6152	122520	0.0502122	2044	170367	0.0119976	5264	5264
V34_S6	cg14489801	933	5898	0.158189	252	31833	0.00791631	976	976
V34_S6	cg14712186	24523	556802	0.0440426	14099	1191253	0.0118354	39970	39970
V34_S6	cg14743594	1033738	2016263	0.5127	36356	4141758	0.00877792	120628	120628
V34_S6	cg14861089	7481	226679	0.0330026	2734	418818	0.0065279	12407	12407
V34_S6	cg15044248	7963	755753	0.0105365	19630	2293564	0.00855873	58913	58913
V34_S6	cg15267232	16392	172883	0.0948156	2360	410379	0.00575078	10778	10778
V34_S6	cg15467646	124439	441176	0.282062	13528	1169848	0.0115639	32531	32531
V34_S6	cg15576900	28498	660001	0.0431787	24962	2112188	0.0118181	60164	60157
V34_S6	cg15778437	31953	496619	0.0643411	7224	1362552	0.00530182	39402	39402
V34_S6	cg15836635	68390	1501928	0.0455348	52339	5302416	0.00987078	145685	145684
V34_S6	cg15994026	5145	488139	0.01054	11947	1247939	0.00957338	35571	35571
V34_S6	cg16150752	43440	488479	0.0889291	7811	960178	0.00813495	27303	27303
V34_S6	cg16328106	5708	118771	0.0480589	1673	326580	0.00512279	9867	9867
V34_S6	cg16732616	7031	153135	0.0459137	2085	260474	0.00800464	7755	7755
V34_S6	cg16779463	872	90480	0.00963749	2324	274041	0.00848048	7045	7045
V34_S6	cg16926316	140890	153805	0.91603	6944	616811	0.0112579	13900	13900
V34_S6	cg17031478	4445	122237	0.0363638	2013	281499	0.007151	7583	7583
V34_S6	cg17712694	24916	277606	0.0897531	4402	547770	0.00803622	15562	15562
V34_S6	cg17774001	93495	103977	0.899189	7193	649032	0.0110827	19530	19529
V34_S6	cg17812788	1745	61602	0.028327	1152	134995	0.00853365	3642	3642
V34_S6	cg17839237	518	34341	0.015084	643	109390	0.00587805	3352	3352
V34_S6	cg17872757	15317	860371	0.0178028	26025	2558045	0.0101738	72885	72885
V34_S6	cg17969084	11020	562320	0.0195974	19829	1702262	0.0116486	49916	49916
V34_S6	cg18091469	3455	18558	0.186173	1281	76585	0.0167265	1983	1983
V34_S6	cg18206027	18320	798132	0.0229536	18544	1931066	0.00960299	56970	56970
V34_S6	cg18621142	207002	242784	0.852618	9514	1199034	0.00793472	31783	31783
V34_S6	cg18751958	241073	265314	0.908633	20539	884190	0.0232292	20285	20285
V34_S6	cg18816098	2450	162068	0.0151171	6881	515368	0.0133516	13550	13550
V34_S6	cg19497031	227	4060	0.0559113	94	8357	0.0112481	265	265
V34_S6	cg19807257	2397	17937	0.133634	541	56671	0.00954633	1393	1393
V34_S6	cg19882915	299870	324019	0.92547	7048	1460401	0.00482607	34825	34806
