sample	probe_id	CpG_meth	CpG_total	CpG_frac	nonCpG_meth	nonCpG_total	nonCpG_frac	n_reads	n_reads_with_CpG
V26_S2	cg11561737	135	1705	0.0791789	10	3682	0.00271592	144	144
V26_S2	cg11601252	1546	13824	0.111834	177	33950	0.00521355	1224	1223
V26_S2	cg11660826	55	740	0.0743243	13	1695	0.00766962	68	68
V26_S2	cg11942956	12	286	0.041958	5	377	0.0132626	17	17
V26_S2	cg11957331	415	2615	0.1587	37	5169	0.00715806	203	203
V26_S2	cg12042659	65	447	0.145414	3	1364	0.00219941	46	46
V26_S2	cg12074025	5	624	0.00801282	3	1942	0.0015448	68	68
V26_S2	cg12483476	644	4711	0.136701	36	8016	0.00449102	286	286
V26_S2	cg12528056	762	1017	0.749263	9	2321	0.00387764	72	72
V26_S2	cg12928379	659	1430	0.460839	20	3193	0.0062637	105	104
V26_S2	cg12974388	976	11994	0.081374	144	32678	0.00440663	1105	1101
V26_S2	cg13314145	449	5107	0.0879185	50	9046	0.0055273	320	320
V26_S2	cg13592399	148	3312	0.044686	55	9770	0.00562948	327	327
V26_S2	cg13840308	835	900	0.927778	20	3298	0.00606428	107	107
V26_S2	cg13912117	280	5755	0.0486533	77	15018	0.00512718	486	486
V26_S2	cg13939859	73	529	0.137996	4	918	0.0043573	33	33
V26_S2	cg13958426	3	61	0.0491803	0	183	0	6	6
V26_S2	cg14038391	89	1019	0.0873405	8	2478	0.00322841	74	74
V26_S2	cg14050824	789	987	0.799392	26	3177	0.00818382	88	88
V26_S2	cg14123923	23	569	0.0404218	2	998	0.00200401	37	37
V26_S2	cg14168530	463	3585	0.129149	24	8132	0.0029513	302	302
V26_S2	cg14186641	209	5532	0.0377802	71	9593	0.00740123	376	376
V26_S2	cg14327531	8	165	0.0484848	2	536	0.00373134	23	23
V26_S2	cg14394692	1699	3411	0.498094	47	8030	0.00585305	265	264
V26_S2	cg14458834	9	332	0.0271084	1	719	0.00139082	22	22
V26_S2	cg14473102	46	508	0.0905512	8	711	0.0112518	24	24
V26_S2	cg14489801	27	87	0.310345	0	509	0	17	17
V26_S2	cg14712186	282	2938	0.0959837	35	5065	0.00691017	196	196
V26_S2	cg14743594	2327	5457	0.426425	77	10372	0.00742383	361	361
V26_S2	cg14861089	52	641	0.0811232	5	1242	0.00402576	41	41
V26_S2	cg15044248	46	362	0.127072	5	963	0.00519211	30	30
V26_S2	cg15267232	95	998	0.0951904	10	2160	0.00462963	66	66
V26_S2	cg15467646	417	1795	0.232312	31	4095	0.00757021	143	143
V26_S2	cg15576900	189	2379	0.0794451	35	5343	0.00655063	204	204
V26_S2	cg15778437	79	1044	0.0756705	7	2948	0.00237449	93	93
V26_S2	cg15836635	161	2801	0.0574795	40	8357	0.00478641	272	272
V26_S2	cg15994026	153	1670	0.0916168	17	4172	0.00407478	135	135
V26_S2	cg16150752	128	997	0.128385	12	1557	0.00770713	62	62
V26_S2	cg16328106	16	286	0.0559441	2	813	0.00246002	33	33
V26_S2	cg16732616	57	642	0.088785	10	986	0.010142	34	34
V26_S2	cg16779463	296	2505	0.118164	20	6547	0.00305483	208	208
V26_S2	cg16926316	480	537	0.893855	9	2134	0.00421743	57	57
V26_S2	cg17031478	39	682	0.0571848	9	1567	0.00574346	48	48
V26_S2	cg17712694	427	2915	0.146484	18	5048	0.00356577	182	182
V26_S2	cg17774001	260	293	0.887372	12	1982	0.00605449	70	70
V26_S2	cg17812788	32	517	0.0618956	5	989	0.00505561	39	39
V26_S2	cg17839237	2	262	0.00763359	5	757	0.00660502	26	26
V26_S2	cg17872757	110	1416	0.0776836	20	3194	0.00626174	130	130
V26_S2	cg17969084	108	2156	0.0500928	27	5111	0.00528272	194	193
V26_S2	cg18091469	27	215	0.125581	2	735	0.00272109	29	29
V26_S2	cg18206027	67	758	0.0883905	8	1471	0.00543848	52	52
V26_S2	cg18621142	305	368	0.828804	10	1570	0.00636943	55	55
V26_S2	cg18751958	680	779	0.872914	35	2559	0.0136772	70	70
V26_S2	cg18816098	7	430	0.0162791	10	1213	0.00824402	42	42
V26_S2	cg19497031	567	7193	0.0788266	59	11584	0.00509323	447	447
V26_S2	cg19807257	89	587	0.151618	12	1811	0.00662617	60	60
V26_S2	cg19882915	638	735	0.868027	11	3214	0.00342253	86	86
V26_S2	cg20072442	135	3020	0.044702	48	7884	0.00608828	271	271
V26_S2	cg20079899	193	2629	0.0734119	29	5672	0.00511283	213	213
V26_S2	cg20183619	192	3687	0.0520749	31	10053	0.00308366	346	344
V26_S2	cg20295992	221	2223	0.0994152	39	6422	0.00607287	244	243
V26_S2	cg20449590	71	593	0.11973	15	1241	0.012087	52	52
V26_S2	cg20690085	275	359	0.766017	7	1859	0.00376547	57	57
V26_S2	cg20872937	377	5345	0.0705332	61	13152	0.00463808	434	434
V26_S2	cg20980783	325	4310	0.075406	55	9748	0.00564218	330	330
V26_S2	cg21038156	437	4458	0.098026	47	9175	0.00512262	315	315
V26_S2	cg21039708	49	535	0.0915888	4	1634	0.00244798	53	53
V26_S2	cg21185289	781	6449	0.121104	62	15853	0.00391093	556	555
V26_S2	cg21277995	564	7374	0.0764849	84	11428	0.00735037	493	493
V26_S2	cg21790626	31	341	0.0909091	2	944	0.00211864	29	29
V26_S2	cg21898844	347	384	0.903646	12	2314	0.00518583	71	71
V26_S2	cg21929943	93	748	0.124332	5	1987	0.00251636	61	61
V26_S2	cg22231056	3	352	0.00852273	5	974	0.00513347	37	37
V26_S2	cg22399133	45	335	0.134328	4	948	0.00421941	32	32
V26_S2	cg22868282	41	1880	0.0218085	21	4268	0.00492034	181	181
V26_S2	cg23026864	83	719	0.115438	13	1457	0.00892244	47	47
V26_S2	cg23164203	9	445	0.0202247	10	1711	0.00584454	57	57
V26_S2	cg23871697	986	1079	0.913809	38	4002	0.00949525	97	97
V26_S2	cg23912454	18	447	0.0402685	3	1060	0.00283019	39	39
V26_S2	cg23960736	25	51	0.490196	5	1365	0.003663	45	42
V26_S2	cg24221648	89	968	0.0919421	16	1616	0.00990099	59	59
V26_S2	cg24292235	41	998	0.0410822	16	2409	0.00664176	88	88
V26_S2	cg24416513	92	1023	0.0899316	21	1183	0.0177515	49	49
V26_S2	cg24507921	0	142	0	5	949	0.0052687	30	30
V26_S2	cg24632241	4	124	0.0322581	0	273	0	11	11
V26_S2	cg24761507	1621	15595	0.103944	229	46285	0.00494761	1685	1681
V26_S2	cg24831879	557	606	0.919142	12	2988	0.00401606	75	75
V26_S2	cg25200152	24	236	0.101695	8	789	0.0101394	31	31
V26_S2	cg25875213	69	1418	0.0486601	21	3878	0.00541516	137	137
V26_S2	cg25884711	342	2707	0.126339	32	7815	0.00409469	262	261
V26_S2	cg26121782	13	411	0.0316302	4	746	0.00536193	28	28
V26_S2	cg26682580	249	4519	0.0551007	45	10532	0.00427269	348	348
V26_S2	cg27200446	756	4268	0.177132	58	9981	0.00581104	374	374
V26_S2	cg27393010	96	661	0.145234	19	1727	0.0110017	58	58
V26_S2	cg27577527	6	369	0.0162602	9	1483	0.00606878	43	43
V26_S3	cg00002719	97	477	0.203354	14	1565	0.00894569	58	58
V26_S3	cg00469207	169	813	0.207872	17	2104	0.00807985	71	71
V26_S3	cg00582524	17	304	0.0559211	7	830	0.00843373	30	30
V26_S3	cg00995986	83	119	0.697479	5	843	0.0059312	29	26
V26_S3	cg01163404	291	433	0.672055	28	2047	0.0136786	66	66
V26_S3	cg01419831	744	2121	0.350778	68	5708	0.0119131	199	199
V26_S3	cg01452847	57	490	0.116327	7	1050	0.00666667	33	33
V26_S3	cg01576677	163	766	0.212794	13	1747	0.00744133	59	59
V26_S3	cg02467990	59	237	0.248945	8	416	0.0192308	16	16
V26_S3	cg02511231	1761	8629	0.204079	207	18821	0.0109984	713	713
V26_S3	cg02571204	237	268	0.884328	13	1030	0.0126214	37	36
V26_S3	cg02699898	578	640	0.903125	54	2494	0.021652	69	69
V26_S3	cg02919936	2259	6434	0.351104	154	16490	0.00933899	565	565
V26_S3	cg03011535	831	3424	0.242699	76	7299	0.0104124	263	263
V26_S3	cg03217795	454	1951	0.232701	45	3932	0.0114446	137	137
V26_S3	cg03257575	228	517	0.441006	25	1702	0.0146886	51	51
V26_S3	cg03401096	96	1748	0.0549199	43	4126	0.0104217	152	152
V26_S3	cg03502002	31	199	0.155779	4	378	0.010582	14	14
V26_S3	cg03563667	9	502	0.0179283	8	1105	0.00723982	35	35
V26_S3	cg03735888	214	775	0.276129	22	2553	0.00861731	91	91
V26_S3	cg04123776	141	765	0.184314	24	2224	0.0107914	77	77
V26_S3	cg04261408	4	303	0.0132013	6	565	0.0106195	24	24
V26_S3	cg04281464	417	1147	0.363557	36	3435	0.0104803	117	117
V26_S3	cg04869380	202	236	0.855932	7	1647	0.00425015	51	49
V26_S3	cg04904331	382	2170	0.176037	51	4189	0.0121747	161	161
V26_S3	cg05057720	397	869	0.456847	29	1978	0.0146613	64	64
V26_S3	cg05166490	810	3998	0.202601	66	6660	0.00990991	260	260
V26_S3	cg05302386	526	2693	0.195321	81	7603	0.0106537	255	255
V26_S3	cg05374412	88	1495	0.0588629	36	4045	0.00889988	134	134
V26_S3	cg05377226	1101	2618	0.42055	72	5513	0.01306	210	210
V26_S3	cg05917460	359	2027	0.177109	59	6026	0.00979091	206	206
V26_S3	cg06013113	387	421	0.91924	19	1549	0.012266	47	47
V26_S3	cg06382344	966	3074	0.314249	59	4779	0.0123457	170	170
V26_S3	cg06463958	587	5383	0.109047	115	12978	0.00886115	468	468
V26_S3	cg06530490	182	1200	0.151667	29	2752	0.0105378	96	96
V26_S3	cg06590173	35	78	0.448718	4	604	0.00662252	22	19
V26_S3	cg06825142	3644	6603	0.55187	152	16538	0.00919095	559	559
V26_S3	cg06962944	178	752	0.236702	12	1500	0.008	59	59
V26_S3	cg07790615	1399	7107	0.196848	101	12158	0.00830729	492	492
V26_S3	cg07915921	70	374	0.187166	3	857	0.00350058	30	30
V26_S3	cg08382226	329	1791	0.183696	69	4870	0.0141684	187	185
V26_S3	cg08548396	802	1196	0.670569	46	3238	0.0142063	124	124
V26_S3	cg08566455	66	316	0.208861	6	524	0.0114504	16	16
V26_S3	cg08862890	186	1040	0.178846	17	2493	0.00681909	83	83
V26_S3	cg08934785	125	321	0.389408	17	1522	0.0111695	50	50
V26_S3	cg09250933	198	470	0.421277	20	1864	0.0107296	61	61
V26_S3	cg09493505	771	4152	0.185694	86	7805	0.0110186	283	283
V26_S3	cg10143067	50	816	0.0612745	22	2395	0.0091858	94	94
V26_S3	cg10249375	278	1175	0.236596	35	3639	0.00961803	124	124
V26_S3	cg10512745	2811	12733	0.220765	369	32696	0.0112858	1265	1264
V26_S3	cg11014373	177	1033	0.171346	24	2449	0.00979992	100	100
V26_S3	cg11017065	251	1343	0.186895	41	2922	0.0140315	119	119
V26_S3	cg11314310	656	727	0.902338	20	2106	0.00949668	81	81
V26_S3	cg11561737	565	2392	0.236204	45	5116	0.00879593	190	190
V26_S3	cg11601252	3377	12720	0.265487	300	30228	0.00992457	1113	1113
V26_S3	cg11660826	117	619	0.189015	18	1542	0.0116732	65	65
V26_S3	cg11942956	53	267	0.198502	12	433	0.0277136	16	16
V26_S3	cg11957331	609	2246	0.271149	45	4517	0.00996236	179	179
V26_S3	cg12042659	60	282	0.212766	8	992	0.00806452	34	34
V26_S3	cg12074025	62	767	0.0808344	25	1988	0.0125755	73	73
V26_S3	cg12483476	1356	4620	0.293506	100	7455	0.0134138	260	260
V26_S3	cg12528056	735	974	0.75462	18	2230	0.00807175	70	70
V26_S3	cg12928379	680	1355	0.501845	37	3303	0.0112019	108	108
V26_S3	cg12974388	2443	10326	0.236587	237	27680	0.00856214	980	975
V26_S3	cg13314145	1354	5510	0.245735	98	9351	0.0104802	344	344
V26_S3	cg13592399	470	2804	0.167618	77	8476	0.00908447	282	282
V26_S3	cg13840308	487	566	0.860424	21	2099	0.0100048	69	69
V26_S3	cg13912117	329	5542	0.0593649	127	13798	0.00920423	470	470
V26_S3	cg13939859	216	588	0.367347	10	941	0.010627	40	40
V26_S3	cg13958426	14	50	0.28	3	151	0.0198675	5	5
V26_S3	cg14038391	154	853	0.180539	20	1909	0.0104767	66	66
V26_S3	cg14050824	693	784	0.883929	17	2397	0.0070922	73	73
V26_S3	cg14123923	164	569	0.288225	13	907	0.014333	35	35
V26_S3	cg14168530	778	3221	0.24154	78	6914	0.0112815	264	264
V26_S3	cg14186641	1142	5678	0.201127	121	10034	0.012059	396	395
V26_S3	cg14327531	21	190	0.110526	3	620	0.00483871	24	24
V26_S3	cg14394692	1856	3553	0.522375	86	8160	0.0105392	264	264
V26_S3	cg14458834	17	209	0.0813397	3	448	0.00669643	13	13
V26_S3	cg14473102	108	463	0.233261	15	628	0.0238854	25	25
V26_S3	cg14489801	23	36	0.638889	0	180	0	7	7
V26_S3	cg14712186	884	3402	0.259847	76	5531	0.0137407	218	218
V26_S3	cg14743594	2673	4514	0.592158	117	7786	0.015027	292	292
V26_S3	cg14861089	19	622	0.0305466	5	1195	0.0041841	40	40
V26_S3	cg15044248	86	231	0.372294	5	548	0.00912409	20	20
V26_S3	cg15267232	173	660	0.262121	6	1401	0.00428266	47	47
V26_S3	cg15467646	527	1256	0.419586	36	3045	0.0118227	106	106
V26_S3	cg15576900	342	2116	0.161626	47	4285	0.0109685	168	168
V26_S3	cg15778437	305	1205	0.253112	40	3214	0.0124456	109	109
V26_S3	cg15836635	377	2896	0.13018	73	8378	0.0087133	285	285
V26_S3	cg15994026	121	1354	0.0893648	21	3161	0.00664347	109	108
V26_S3	cg16150752	359	1233	0.29116	30	1912	0.0156904	71	71
V26_S3	cg16328106	6	167	0.0359281	8	478	0.0167364	18	18
V26_S3	cg16732616	106	564	0.187943	4	902	0.00443459	31	31
V26_S3	cg16779463	683	1987	0.343734	59	5062	0.0116555	171	171
V26_S3	cg16926316	374	411	0.909976	21	1688	0.0124408	44	44
V26_S3	cg17031478	21	521	0.0403071	16	1256	0.0127389	41	41
V26_S3	cg17712694	721	2634	0.273728	57	4448	0.0128147	165	165
V26_S3	cg17774001	217	239	0.90795	24	1702	0.0141011	59	59
V26_S3	cg17812788	77	369	0.208672	5	663	0.00754148	25	25
V26_S3	cg17839237	11	155	0.0709677	3	469	0.00639659	15	15
V26_S3	cg17872757	204	1137	0.17942	34	2654	0.0128109	109	109
V26_S3	cg17969084	317	1435	0.220906	32	3478	0.00920069	139	139
V26_S3	cg18091469	104	193	0.53886	8	703	0.0113798	26	26
V26_S3	cg18206027	145	663	0.218703	18	1352	0.0133136	46	46
V26_S3	cg18621142	221	260	0.85	16	1032	0.0155039	38	38
V26_S3	cg18751958	527	586	0.899317	25	2050	0.0121951	54	54
V26_S3	cg18816098	6	290	0.0206897	19	804	0.0236318	31	31
V26_S3	cg19497031	2075	7823	0.265244	150	12016	0.0124834	485	485
V26_S3	cg19807257	252	645	0.390698	23	1819	0.0126443	62	62
V26_S3	cg19882915	342	411	0.832117	18	1878	0.00958466	54	54
V26_S3	cg20072442	181	2652	0.0682504	88	6923	0.0127113	236	236
V26_S3	cg20079899	657	2658	0.247178	75	5768	0.0130028	202	202
V26_S3	cg20183619	331	3015	0.109784	71	8501	0.00835196	295	294
V26_S3	cg20295992	349	2127	0.164081	52	5326	0.00976342	206	206
V26_S3	cg20449590	246	628	0.39172	27	1126	0.0239787	59	59
V26_S3	cg20690085	249	336	0.741071	23	1699	0.0135374	49	49
V26_S3	cg20872937	701	5273	0.132941	101	12452	0.00811115	412	412
V26_S3	cg20980783	2598	6915	0.375705	201	14280	0.0140756	491	491
V26_S3	cg21038156	1144	4205	0.272057	79	8504	0.00928975	309	309
V26_S3	cg21039708	100	476	0.210084	13	1412	0.0092068	47	47
V26_S3	cg21185289	1197	5214	0.229574	134	11912	0.0112492	439	437
V26_S3	cg21277995	2180	7605	0.286654	199	12393	0.0160575	524	524
V26_S3	cg21790626	132	372	0.354839	12	937	0.0128068	31	31
V26_S3	cg21898844	268	329	0.81459	17	1734	0.00980392	54	54
V26_S3	cg21929943	92	747	0.123159	20	1918	0.0104275	66	66
V26_S3	cg22231056	60	307	0.19544	11	832	0.0132212	31	31
V26_S3	cg22399133	138	382	0.361257	9	1039	0.00866218	31	31
V26_S3	cg22868282	37	1434	0.025802	27	3327	0.00811542	142	142
V26_S3	cg23026864	224	1042	0.214971	11	1944	0.00565844	68	68
V26_S3	cg23164203	28	297	0.0942761	17	1076	0.0157993	35	35
V26_S3	cg23871697	654	740	0.883784	35	2709	0.0129199	73	73
V26_S3	cg23912454	38	454	0.0837004	11	1046	0.0105163	36	36
V26_S3	cg23960736	11	33	0.333333	10	1121	0.00892061	37	27
V26_S3	cg24221648	46	720	0.0638889	17	1202	0.0141431	47	47
V26_S3	cg24292235	196	1007	0.194638	36	2473	0.0145572	90	90
V26_S3	cg24416513	275	959	0.286757	17	928	0.018319	43	43
V26_S3	cg24507921	3	121	0.0247934	6	853	0.007034	27	27
V26_S3	cg24632241	6	113	0.0530973	0	277	0	9	9
V26_S3	cg24761507	3158	13346	0.236625	385	37412	0.0102908	1395	1391
V26_S3	cg24831879	414	473	0.875264	32	2296	0.0139373	63	63
V26_S3	cg25200152	126	514	0.245136	17	1726	0.00984936	67	67
V26_S3	cg25875213	215	1189	0.180824	24	3015	0.0079602	124	124
V26_S3	cg25884711	494	2221	0.222422	61	6048	0.010086	218	218
V26_S3	cg26121782	29	455	0.0637363	17	751	0.0226365	31	31
V26_S3	cg26682580	550	4084	0.134672	104	8625	0.012058	304	304
V26_S3	cg27200446	1076	4183	0.257232	146	9612	0.0151893	363	363
V26_S3	cg27393010	141	586	0.240614	16	1568	0.0102041	53	53
V26_S3	cg27577527	32	232	0.137931	4	753	0.00531208	29	29
V3_S1	cg00002719	6	460	0.0130435	6	1626	0.00369004	49	49
V3_S1	cg00469207	49	930	0.0526882	8	2515	0.00318091	79	79
V3_S1	cg00582524	25	467	0.0535332	11	1419	0.00775194	43	43
V3_S1	cg00995986	7	162	0.0432099	4	1264	0.00316456	41	34
V3_S1	cg01163404	401	468	0.856838	17	2395	0.00709812	70	70
V3_S1	cg01419831	199	1671	0.11909	46	4565	0.0100767	148	148
V3_S1	cg01452847	13	409	0.0317848	3	881	0.00340522	26	26
V3_S1	cg01576677	45	1030	0.0436893	17	2406	0.00706567	72	72
V3_S1	cg02467990	8	374	0.0213904	3	785	0.00382166	25	25
V3_S1	cg02511231	567	7562	0.0749802	114	18288	0.0062336	594	594
V3_S1	cg02571204	288	311	0.926045	14	1361	0.0102866	44	44
V3_S1	cg02699898	817	934	0.874732	50	3694	0.0135355	95	95
V3_S1	cg02919936	307	4597	0.0667827	81	12254	0.00661009	376	376
V3_S1	cg03011535	229	3334	0.0686863	50	7916	0.00631632	247	247
V3_S1	cg03217795	11	748	0.0147059	11	1869	0.0058855	53	53
V3_S1	cg03257575	18	176	0.102273	6	447	0.0134228	15	15
V3_S1	cg03401096	94	1336	0.0703593	22	3185	0.00690738	120	120
V3_S1	cg03502002	9	238	0.0378151	2	506	0.00395257	14	14
V3_S1	cg03563667	6	493	0.0121704	6	1111	0.00540054	28	28
V3_S1	cg03735888	119	841	0.141498	16	2823	0.00566773	89	89
V3_S1	cg04123776	35	610	0.057377	6	1743	0.00344234	59	59
V3_S1	cg04261408	0	280	0	3	618	0.00485437	21	21
V3_S1	cg04281464	137	719	0.190542	12	2384	0.00503356	73	73
V3_S1	cg04869380	241	259	0.930502	4	2029	0.00197141	49	49
V3_S1	cg04904331	37	1831	0.0202075	19	3904	0.0048668	126	126
V3_S1	cg05057720	24	602	0.0398671	12	1372	0.00874636	39	39
V3_S1	cg05166490	117	2687	0.043543	40	6107	0.00654986	192	192
V3_S1	cg05302386	87	2419	0.0359653	40	7502	0.00533191	218	218
V3_S1	cg05374412	69	1465	0.047099	17	4628	0.00367329	133	133
V3_S1	cg05377226	32	975	0.0328205	6	2467	0.0024321	76	76
V3_S1	cg05917460	92	1967	0.0467717	37	6540	0.00565749	195	195
V3_S1	cg06013113	338	397	0.851385	15	1911	0.00784929	51	51
V3_S1	cg06382344	183	2279	0.0802984	16	3707	0.00431616	114	114
V3_S1	cg06463958	188	4340	0.043318	72	11859	0.00607134	371	371
V3_S1	cg06530490	35	1447	0.024188	33	3309	0.0099728	104	104
V3_S1	cg06590173	6	74	0.0810811	5	730	0.00684932	20	16
V3_S1	cg06825142	1484	5390	0.275325	76	14765	0.00514731	456	456
V3_S1	cg06962944	59	798	0.0739348	12	1970	0.00609137	63	63
V3_S1	cg07790615	103	3048	0.0337927	29	5831	0.00497342	207	207
V3_S1	cg07915921	28	500	0.056	5	1128	0.00443262	34	34
V3_S1	cg08382226	123	2088	0.058908	38	6437	0.00590337	210	209
V3_S1	cg08548396	525	1369	0.383492	35	3696	0.0094697	122	122
V3_S1	cg08566455	16	208	0.0769231	2	345	0.0057971	10	10
V3_S1	cg08862890	5	600	0.00833333	8	1561	0.00512492	49	49
V3_S1	cg08934785	6	309	0.0194175	3	1497	0.00200401	44	44
V3_S1	cg09250933	56	434	0.129032	16	1771	0.00903444	50	50
V3_S1	cg09493505	67	2536	0.0264196	32	5813	0.0055049	180	180
V3_S1	cg10143067	46	1055	0.0436019	12	3371	0.00355977	111	111
V3_S1	cg10249375	40	1066	0.0375235	19	3586	0.00529838	101	101
V3_S1	cg10512745	682	9738	0.0700349	169	29691	0.00569196	1005	1001
V3_S1	cg11014373	40	949	0.0421496	16	2650	0.00603774	97	97
V3_S1	cg11017065	7	859	0.00814901	14	2223	0.0062978	85	85
V3_S1	cg11314310	785	865	0.907514	20	2810	0.00711744	90	90
V3_S1	cg11561737	111	1948	0.0569815	24	4431	0.00541638	165	165
V3_S1	cg11601252	907	11966	0.0757981	160	31393	0.00509668	1018	1017
V3_S1	cg11660826	7	735	0.00952381	16	1716	0.00932401	60	60
V3_S1	cg11942956	19	388	0.0489691	11	832	0.0132212	25	25
V3_S1	cg11957331	311	2085	0.149161	38	4711	0.00806623	159	159
V3_S1	cg12042659	31	246	0.126016	2	804	0.00248756	26	26
V3_S1	cg12074025	1	436	0.00229358	2	1235	0.00161943	40	39
V3_S1	cg12483476	355	2662	0.133358	42	5218	0.00804906	159	159
V3_S1	cg12528056	1104	1227	0.899756	16	2879	0.00555749	83	83
V3_S1	cg12928379	256	921	0.277959	9	2293	0.00392499	72	71
V3_S1	cg12974388	638	9657	0.0660661	138	29036	0.00475272	897	895
V3_S1	cg13314145	335	4987	0.0671747	65	9716	0.00669	300	300
V3_S1	cg13592399	83	2185	0.0379863	44	7213	0.0061001	216	216
V3_S1	cg13840308	623	678	0.918879	17	2462	0.00690496	74	74
V3_S1	cg13912117	169	4469	0.0378161	58	12048	0.00481408	369	369
V3_S1	cg13939859	20	294	0.0680272	5	501	0.00998004	17	17
V3_S1	cg13958426	0	48	0	2	137	0.0145985	5	5
V3_S1	cg14038391	45	715	0.0629371	10	1918	0.00521376	56	55
V3_S1	cg14050824	598	683	0.875549	11	2297	0.00478886	61	61
V3_S1	cg14123923	16	545	0.0293578	9	926	0.00971922	32	32
V3_S1	cg14168530	190	3275	0.0580153	58	7924	0.00731954	261	261
V3_S1	cg14186641	67	3688	0.018167	50	7637	0.00654707	265	265
V3_S1	cg14327531	4	328	0.0121951	8	1010	0.00792079	41	41
V3_S1	cg14394692	1119	2195	0.509795	26	5689	0.00457022	165	165
V3_S1	cg14458834	1	187	0.00534759	1	390	0.0025641	9	9
V3_S1	cg14473102	6	540	0.0111111	3	724	0.00414365	24	24
V3_S1	cg14489801	3	19	0.157895	0	137	0	4	4
V3_S1	cg14712186	90	2765	0.0325497	36	5427	0.0066335	184	184
V3_S1	cg14743594	1573	3754	0.41902	48	7453	0.00644036	238	238
V3_S1	cg14861089	26	548	0.0474453	3	1097	0.00273473	34	34
V3_S1	cg15044248	6	216	0.0277778	2	631	0.00316957	18	18
V3_S1	cg15267232	12	598	0.0200669	9	1412	0.00637394	39	39
V3_S1	cg15467646	292	1320	0.221212	20	3588	0.00557414	110	110
V3_S1	cg15576900	69	1325	0.0520755	30	3286	0.00912964	112	112
V3_S1	cg15778437	72	949	0.0758693	13	2715	0.00478821	81	81
V3_S1	cg15836635	89	2297	0.0387462	47	8011	0.00586693	232	232
V3_S1	cg15994026	10	1407	0.00710732	21	3646	0.00575974	112	112
V3_S1	cg16150752	29	578	0.050173	6	1184	0.00506757	37	37
V3_S1	cg16328106	6	370	0.0162162	5	1135	0.00440529	34	34
V3_S1	cg16732616	11	269	0.0408922	4	418	0.00956938	14	14
V3_S1	cg16779463	9	1525	0.00590164	16	4248	0.00376648	130	130
V3_S1	cg16926316	366	408	0.897059	17	1722	0.00987224	43	43
V3_S1	cg17031478	12	550	0.0218182	8	1268	0.00630915	38	38
V3_S1	cg17712694	152	1657	0.091732	38	3049	0.0124631	97	97
V3_S1	cg17774001	202	231	0.874459	6	1693	0.003544	53	52
V3_S1	cg17812788	7	264	0.0265152	4	537	0.00744879	17	17
V3_S1	cg17839237	4	212	0.0188679	9	609	0.0147783	21	21
V3_S1	cg17872757	6	759	0.00790514	7	1852	0.0037797	65	65
V3_S1	cg17969084	11	969	0.0113519	11	3050	0.00360656	101	101
V3_S1	cg18091469	5	86	0.0581395	1	256	0.00390625	9	9
V3_S1	cg18206027	24	578	0.0415225	8	1268	0.00630915	40	40
V3_S1	cg18621142	398	480	0.829167	12	2092	0.00573614	69	69
V3_S1	cg18751958	364	403	0.903226	12	1398	0.00858369	35	35
V3_S1	cg18816098	4	241	0.0165975	6	681	0.00881057	22	22
V3_S1	cg19497031	157	4863	0.0322846	62	9187	0.00674867	324	324
V3_S1	cg19807257	42	443	0.0948081	6	1298	0.0046225	35	35
V3_S1	cg19882915	474	530	0.89434	21	2375	0.00884211	58	58
V3_S1	cg20072442	97	2690	0.0360595	60	7277	0.00824516	224	224
V3_S1	cg20079899	41	1350	0.0303704	25	3412	0.00732708	109	109
V3_S1	cg20183619	117	3025	0.0386777	38	9176	0.00414124	280	280
V3_S1	cg20295992	143	2028	0.0705128	31	6260	0.00495208	211	211
V3_S1	cg20449590	30	447	0.0671141	8	964	0.00829876	41	41
V3_S1	cg20690085	443	488	0.907787	16	2325	0.00688172	62	62
V3_S1	cg20872937	146	4466	0.0326914	62	11035	0.00561849	338	338
V3_S1	cg20980783	108	3475	0.0310791	38	8922	0.00425913	273	273
V3_S1	cg21038156	177	2731	0.0648114	43	6216	0.00691763	207	207
V3_S1	cg21039708	18	361	0.0498615	4	1058	0.00378072	31	31
V3_S1	cg21185289	376	4910	0.0765784	80	13017	0.00614581	414	413
V3_S1	cg21277995	197	5468	0.0360278	56	9760	0.0057377	355	355
V3_S1	cg21790626	21	360	0.0583333	6	1069	0.00561272	32	32
V3_S1	cg21898844	379	406	0.933498	7	2239	0.0031264	61	61
V3_S1	cg21929943	38	626	0.0607029	8	1820	0.0043956	56	56
V3_S1	cg22231056	5	291	0.0171821	3	925	0.00324324	30	30
V3_S1	cg22399133	6	270	0.0222222	1	880	0.00113636	22	22
V3_S1	cg22868282	60	1995	0.0300752	29	4716	0.00614928	179	179
V3_S1	cg23026864	27	552	0.048913	9	1143	0.00787402	35	35
V3_S1	cg23164203	2	371	0.00539084	4	1406	0.00284495	41	41
V3_S1	cg23871697	719	760	0.946053	26	2851	0.00911961	68	68
V3_S1	cg23912454	8	376	0.0212766	16	1013	0.0157947	29	29
V3_S1	cg23960736	41	51	0.803922	5	1442	0.00346741	43	41
V3_S1	cg24221648	10	569	0.0175747	1	1027	0.00097371	34	34
V3_S1	cg24292235	23	1287	0.017871	11	3375	0.00325926	107	107
V3_S1	cg24416513	6	305	0.0196721	0	367	0	13	13
V3_S1	cg24507921	2	163	0.0122699	6	1160	0.00517241	28	28
