sample	cg00002719	cg00469207	cg00582524	cg00995986	cg01163404	cg01419831	cg01452847	cg01576677	cg02467990	cg02511231	cg02571204	cg02699898	cg02919936	cg03011535	cg03217795	cg03257575	cg03401096	cg03502002	cg03563667	cg03735888	cg04123776	cg04261408	cg04281464	cg04869380	cg04904331	cg05057720	cg05166490	cg05302386	cg05374412	cg05377226	cg05917460	cg06013113	cg06382344	cg06463958	cg06530490	cg06590173	cg06825142	cg06962944	cg07790615	cg07915921	cg08382226	cg08548396	cg08566455	cg08862890	cg08934785	cg09250933	cg09493505	cg10143067	cg10249375	cg10512745	cg11014373	cg11017065	cg11314310	cg11561737	cg11601252	cg11660826	cg11942956	cg11957331	cg12042659	cg12074025	cg12483476	cg12528056	cg12928379	cg12974388	cg13314145	cg13592399	cg13840308	cg13912117	cg13939859	cg13958426	cg14038391	cg14050824	cg14123923	cg14168530	cg14186641	cg14327531	cg14394692	cg14458834	cg14473102	cg14489801	cg14712186	cg14743594	cg14861089	cg15044248	cg15267232	cg15467646	cg15576900	cg15778437	cg15836635	cg15994026	cg16150752	cg16328106	cg16732616	cg16779463	cg16926316	cg17031478	cg17712694	cg17774001	cg17812788	cg17839237	cg17872757	cg17969084	cg18091469	cg18206027	cg18621142	cg18751958	cg18816098	cg19497031	cg19807257	cg19882915	cg20072442	cg20079899	cg20183619	cg20295992	cg20449590	cg20690085	cg20872937	cg20980783	cg21038156	cg21039708	cg21185289	cg21277995	cg21790626	cg21898844	cg21929943	cg22231056	cg22399133	cg22868282	cg23026864	cg23164203	cg23871697	cg23912454	cg23960736	cg24221648	cg24292235	cg24416513	cg24507921	cg24632241	cg24761507	cg24831879	cg25200152	cg25875213	cg25884711	cg26121782	cg26682580	cg27200446	cg27393010	cg27577527
V6_S13	0.0129808	0.0342245	0.034732	0.144409	0.852668	0.117598	0.0215568	0.0411746	0.0171511	0.0544752	0.922436	0.848229	0.0504552	0.0507035	0.0103192	0.0918129	0.0266129	0.0316528	0.00513955	0.110261	0.029177	0.00506148	0.123384	0.897082	0.0173512	0.0316647	0.034933	0.0176597	0.0255726	0.0175536	0.0364523	0.854439	0.0530678	0.0360804	0.0250401	0.151459	0.203769	0.049923	0.0287959	0.0621676	0.0433562	0.271772	0.0672403	0.0105552	0.0287383	0.0760156	0.0173323	0.0495397	0.0363684	0.0633236	0.0473557	0.00940594	0.904089	0.0560763	0.0649695	0.0205838	0.0103092	0.0959133	0.107931	0.00527782	0.0851756	0.842886	0.204336	0.0612858	0.0511007	0.0177851	0.894393	0.0340674	0.0347112	0.011304	0.0411464	0.804306	0.0248866	0.0571839	0.0150654	0.0214263	0.348246	0.00830184	0.0219813	0.070927	0.0340721	0.316853	0.0257855	0.00884494	0.0210469	0.181784	0.0214812	0.0600856	0.0367518	0.0104139	0.0725406	0.0126629	0.03003	0.00892841	0.867079	0.0192535	0.0742456	0.858712	0.0160305	0.00579539	0.00928753	0.0107452	0.114822	0.0172551	0.809293	0.858908	0.016232	0.0219324	0.0912537	0.894307	0.0345294	0.0216217	0.0341855	0.0433651	0.17352	0.866517	0.0407777	0.0246281	0.036442	0.0741573	0.0519462	0.0279087	0.0145873	0.897769	0.0355091	0.00578924	0.0373059	0.0251967	0.039778	0.00711742	0.894256	0.00817875	0.684977	0.018697	0.0115225	0.0261071	0.010989	0.0337228	0.0536736	0.874031	0.0269421	0.0129995	0.0339727	0.0161127	0.0330401	0.213141	0.0791898	0.0075828
V6_S14	0.0086309	0.0328443	0.0370872	0.0886486	0.844886	0.115726	0.0219392	0.0312108	0.0139353	0.0459794	0.937099	0.872844	0.0506119	0.0513883	0.00742232	0.0885594	0.0169466	0.0234142	0.00488526	0.0922888	0.0257051	0.00778982	0.124158	0.886216	0.0139141	0.0240201	0.0242063	0.018072	0.0208423	0.0100167	0.0314331	0.866613	0.0374431	0.0346576	0.0224151	0.108793	0.179618	0.0519306	0.0237121	0.0566811	0.0386466	0.270178	0.0680366	0.0104212	0.0317253	0.08148	0.0140387	0.0428731	0.0305488	0.0519766	0.0383759	0.00841559	0.838802	0.0468444	0.0532054	0.0157059	0.0100478	0.0857699	0.0954201	0.00503663	0.0603716	0.836384	0.182583	0.0498542	0.0433635	0.0160202	0.904932	0.0317422	0.0256493	0.00817115	0.0386339	0.829526	0.020072	0.0478591	0.0119413	0.0178948	0.326508	0.00765625	0.0212154	0.0644629	0.0259253	0.275581	0.0230721	0.0063667	0.0177756	0.161298	0.015349	0.0510229	0.0294008	0.0109453	0.0529464	0.0127505	0.0217305	0.00617954	0.88005	0.0201235	0.0527528	0.864629	0.0105761	0.00554895	0.0084152	0.00669247	0.0771805	0.0140644	0.854384	0.872979	0.014238	0.0201845	0.0872483	0.903376	0.0289331	0.0182104	0.0309836	0.0382593	0.235541	0.880383	0.0289512	0.0193379	0.0278293	0.0588695	0.0442399	0.0255473	0.0223157	0.908134	0.031543	0.00541949	0.0221415	0.0271812	0.0358453	0.00373709	0.902236	0.00976101	0.691899	0.0174427	0.00830916	0.0248574	0.00614356	0.029094	0.0473313	0.88358	0.0224989	0.00831343	0.0317925	0.0181503	0.024305	0.191488	0.0637461	0.00415217
V6_S15	0.00605018	0.028084	0.034464	0.0906829	0.862852	0.118781	0.0196906	0.0352357	0.0132158	0.0493475	0.935752	0.880677	0.0537471	0.0549301	0.00847402	0.0915084	0.0244308	0.0288282	0.00521728	0.0682417	0.0269329	0.0108127	0.123301	0.874294	0.0132452	0.0251889	0.0281608	0.0227547	0.0231621	0.0104077	0.0352976	0.861197	0.0484165	0.0355444	0.0234737	0.118837	0.174243	0.0550349	0.0238816	0.0818102	0.0459731	0.259191	0.0694618	0.0110032	0.0383385	0.0952753	0.0132854	0.0549421	0.0384744	0.0580878	0.0352552	0.00753845	0.911095	0.0491984	0.0647931	0.0131619	0.0129507	0.100622	0.0713858	0.00636992	0.0845558	0.870983	0.17342	0.0595033	0.0462471	0.01721	0.918902	0.0296584	0.0245011	0.0064193	0.0429621	0.853612	0.0300416	0.0505284	0.013676	0.0191303	0.337622	0.00705637	0.0209404	0.0824506	0.0246439	0.291667	0.0232224	0.00941815	0.0238145	0.198429	0.0160923	0.0530093	0.0301726	0.00535002	0.0560865	0.0268966	0.0252964	0.00923383	0.887514	0.0211445	0.056104	0.870369	0.0122307	0.00709053	0.00738493	0.0079581	0.0665517	0.0133248	0.856577	0.880575	0.0182959	0.0454124	0.0918756	0.89802	0.0307594	0.0241013	0.0320245	0.0464342	0.140917	0.865155	0.0345359	0.0217991	0.0301361	0.0676113	0.0488835	0.0248909	0.025126	0.914494	0.0283221	0.0072134	0.0380679	0.0285296	0.0379283	0.00405139	0.908492	0.00776927	0.713268	0.0218539	0.00676126	0.0191501	0.0268763	0.0302278	0.0510851	0.894774	0.0872136	0.00841037	0.0286715	0.0183785	0.0267751	0.210561	0.0664374	0.00412931
V6_S16	0.007776	0.0336161	0.0355592	0.115654	0.863996	0.10999	0.0217253	0.0348246	0.0117504	0.0519797	0.942599	0.853122	0.0585483	0.0634762	0.0105156	0.0993396	0.0174868	0.0169205	0.00433222	0.0790824	0.0252286	0.00813534	0.120231	0.895134	0.0116496	0.0301	0.0343747	0.0162305	0.0266892	0.0152393	0.0315602	0.875392	0.0458661	0.0362351	0.0226005	0.120859	0.215172	0.0636618	0.0245512	0.0639368	0.0392421	0.327766	0.0750814	0.0112338	0.0284861	0.0716855	0.0116054	0.0451921	0.0336481	0.0565311	0.0363044	0.00949037	0.861737	0.0477133	0.057574	0.0193522	0.0126499	0.10077	0.0773344	0.00776982	0.0613208	0.832262	0.215419	0.0531068	0.0535161	0.0168852	0.9078	0.0286868	0.0296972	0.00857417	0.0373895	0.831689	0.0239031	0.0481911	0.0136187	0.0187865	0.352688	0.00801876	0.0202847	0.0924916	0.0296858	0.31072	0.0211597	0.00634015	0.0249716	0.178265	0.0183388	0.056712	0.0343361	0.00828021	0.067612	0.0117506	0.0284608	0.00641453	0.885588	0.0220996	0.0671008	0.866756	0.0148883	0.00801262	0.00962369	0.00985471	0.0537059	0.0116488	0.83101	0.881688	0.0184267	0.0164683	0.0987033	0.907866	0.0266184	0.02056	0.0313061	0.0391925	0.200749	0.883641	0.0274648	0.0235588	0.037327	0.0630787	0.0508101	0.0277843	0.0236317	0.89925	0.0334385	0.00714188	0.024437	0.0250802	0.0376218	0.0063505	0.896806	0.00739578	0.722328	0.0205471	0.0119504	0.0218782	0.00559835	0.0264591	0.0513484	0.885639	0.0269711	0.00987275	0.0307086	0.0208144	0.0269668	0.198892	0.06744	0.00662581
V6_S2	0.0058982	0.0299753	0.0320123	0.0633767	0.869542	0.118736	0.0230888	0.0380357	0.0112992	0.0524569	0.947853	0.880794	0.0555161	0.0584887	0.00801781	0.090473	0.0221541	0.0303206	0.00243846	0.105278	0.0289194	0.00698076	0.104027	0.902133	0.0107859	0.0186504	0.030983	0.0170996	0.0236061	0.00544057	0.031406	0.890926	0.0497244	0.0365884	0.0184663	0.0501642	0.180463	0.0582864	0.0276939	0.0683076	0.0376619	0.280814	0.0766357	0.00929999	0.030732	0.0733257	0.0109279	0.054883	0.029704	0.062198	0.0415023	0.00573771	0.909685	0.0545556	0.0577925	0.0130849	0.00829356	0.1054	0.104035	0.00214714	0.0794911	0.823055	0.178948	0.0573283	0.0511644	0.0158545	0.919934	0.0325847	0.0314017	0.00617631	0.0400982	0.857424	0.0211407	0.0508529	0.010944	0.0127397	0.340741	0.00493292	0.0216126	0.0993525	0.0312001	0.332303	0.0201375	0.00537681	0.0175463	0.149273	0.0137633	0.0476813	0.0288202	0.00487171	0.0848185	0.00738998	0.0257562	0.00544833	0.903749	0.0251416	0.0842923	0.887808	0.00722332	0.00385838	0.00609268	0.00705792	0.0287148	0.0114411	0.868141	0.884901	0.0160773	0.0231113	0.0864092	0.902396	0.0323809	0.0192517	0.0344039	0.0374012	0.0542314	0.89932	0.042765	0.0227826	0.0320644	0.0646	0.0476722	0.0241965	0.0782442	0.932379	0.029882	0.00626261	0.0159897	0.0246886	0.0472128	0.00336806	0.905001	0.00597019	0.730614	0.0197381	0.00646476	0.0307639	0.00508268	0.0314	0.0619454	0.906331	0.0188831	0.00592685	0.0312391	0.0134028	0.0311889	0.188907	0.0716208	0.00325563
V6_S3	0.0852245	0.0443907	0.0317225	0.304042	0.706326	0.227487	0.0807734	0.0426105	0.0325783	0.142907	0.936515	0.885611	0.23812	0.248408	0.06499	0.193693	0.0620261	0.0934461	0.00547976	0.21777	0.073953	0.00818542	0.197746	0.896008	0.0325795	0.0494521	0.0654027	0.127134	0.0311351	0.0932216	0.102522	0.88609	0.161276	0.05355	0.100665	0.10695	0.28405	0.249135	0.0548842	0.0847493	0.120815	0.478854	0.211896	0.0475406	0.193387	0.210627	0.0321772	0.152001	0.13884	0.132449	0.100445	0.109247	0.888623	0.211937	0.175563	0.192629	0.0774294	0.262008	0.216916	0.00486708	0.0959791	0.814077	0.285277	0.118144	0.118351	0.116123	0.884404	0.0471577	0.131843	0.0852493	0.133073	0.864818	0.0976259	0.161022	0.08968	0.17992	0.369213	0.0612514	0.130968	0.126575	0.12908	0.401946	0.0935197	0.215679	0.154859	0.303352	0.125669	0.167408	0.0578412	0.00472613	0.060968	0.025006	0.108031	0.215918	0.890585	0.0453522	0.0613523	0.874989	0.199858	0.0119349	0.110029	0.00801406	0.460249	0.0313086	0.825381	0.890888	0.0218623	0.0975474	0.199146	0.903968	0.0626945	0.475868	0.0731091	0.120965	0.287484	0.838306	0.0826152	0.284858	0.124188	0.142464	0.148883	0.133852	0.190288	0.900811	0.042835	0.0188649	0.267338	0.0176539	0.0365505	0.0815406	0.913252	0.010963	0.676703	0.0972108	0.037993	0.131845	0.01413	0.062465	0.123701	0.9034	0.202945	0.0110525	0.139296	0.0408081	0.0696046	0.193683	0.221038	0.0812755
V6_S4	0.0158061	0.0360943	0.0424652	0.0772893	0.86196	0.145509	0.0255587	0.0448775	0.0148471	0.0701971	0.923842	0.885995	0.0684986	0.0634329	0.0106831	0.108956	0.0277855	0.0242278	0.00532823	0.0915016	0.0305167	0.0091758	0.169707	0.898847	0.0150804	0.0304984	0.0408806	0.0185846	0.0366906	0.0210635	0.0417045	0.876236	0.0516182	0.040818	0.0300852	0.0706877	0.167949	0.0632938	0.0347291	0.0734638	0.04334	0.337737	0.0977004	0.0121689	0.0331097	0.0768198	0.0150856	0.056728	0.0538768	0.0721187	0.053699	0.0067829	0.900502	0.0631525	0.0743822	0.016191	0.016083	0.145603	0.0939355	0.00974166	0.100537	0.785374	0.171054	0.0628085	0.0742632	0.022669	0.912059	0.036421	0.0351354	0.0167121	0.0599201	0.851038	0.0361965	0.0699066	0.0130878	0.0217063	0.359586	0.00581928	0.0270418	0.100921	0.0350396	0.309146	0.0301423	0.0188523	0.029069	0.174293	0.0168992	0.0571615	0.0353954	0.00422517	0.100126	0.0203324	0.0293347	0.0184684	0.888148	0.022566	0.101102	0.88183	0.0083034	0.00938212	0.00672696	0.0062912	0.0884845	0.0149803	0.867943	0.866212	0.0384081	0.0359204	0.108216	0.900748	0.0422842	0.0210667	0.0415074	0.0430895	0.0806476	0.893216	0.0396643	0.0357178	0.0463312	0.0913672	0.0577904	0.0339724	0.0396227	0.916335	0.0360498	0.0056663	0.0426283	0.0336215	0.0488229	0.00773054	0.910905	0.00995286	0.730362	0.0303938	0.0126354	0.0302095	0.00769598	0.0429361	0.0642278	0.898377	0.0381677	0.013428	0.0389836	0.0190894	0.0306789	0.250736	0.0880354	0.00762724
V6_S5	0.0129384	0.0506333	0.0417528	0.148498	0.854014	0.203751	0.0861252	0.037554	0.057484	0.079892	0.944751	0.87806	0.115447	0.0780525	0.0483669	0.146615	0.0482588	0.027828	0.00757018	0.0895855	0.0619037	0.0143586	0.157104	0.850047	0.0576846	0.0378615	0.0516421	0.0216357	0.0266694	0.0158694	0.0334901	0.860881	0.122982	0.0462169	0.075931	0.118363	0.276586	0.0777822	0.0366097	0.142187	0.0729468	0.248133	0.163418	0.0397502	0.154768	0.162955	0.0583872	0.0753041	0.0355507	0.109773	0.058185	0.0108172	0.879097	0.0992077	0.0901528	0.0485827	0.0166347	0.122279	0.0879279	0.0115286	0.113999	0.878068	0.27673	0.0741676	0.0835157	0.0198906	0.913441	0.0431086	0.0691071	0.0113126	0.0657527	0.848601	0.0386583	0.0663187	0.0454954	0.06867	0.406954	0.00908934	0.0245775	0.259463	0.068951	0.359529	0.02751	0.00720962	0.184645	0.309439	0.020568	0.0560659	0.0409191	0.0101999	0.0976312	0.0311458	0.0725256	0.00743403	0.8928	0.0182356	0.0973569	0.868294	0.0345801	0.011154	0.0106949	0.0129177	0.30847	0.0587323	0.865504	0.884316	0.014052	0.0481854	0.153601	0.884163	0.0417708	0.0249908	0.0511863	0.072411	0.222076	0.898954	0.0408124	0.041413	0.0357561	0.0951556	0.0700914	0.0320504	0.0326716	0.912976	0.0499914	0.013149	0.118515	0.0838287	0.079753	0.00802022	0.905088	0.0117894	0.578596	0.0191945	0.0253397	0.027932	0.0123503	0.0413228	0.0769516	0.884847	0.089598	0.0107034	0.0579345	0.0206993	0.0538171	0.206904	0.0690782	0.00837211
V6_S6	0.00827783	0.0307178	0.0343528	0.093336	0.874298	0.117246	0.0227306	0.0347026	0.0140176	0.0479025	0.95283	0.865243	0.0541664	0.0517074	0.0095652	0.0976595	0.0198892	0.0228536	0.00649382	0.0823049	0.0260118	0.0103315	0.127389	0.898849	0.0140557	0.0235357	0.0292373	0.0188397	0.0270542	0.0089194	0.0374297	0.879128	0.0420681	0.0359209	0.0303738	0.0550192	0.174891	0.0508992	0.025663	0.0714621	0.0393084	0.254332	0.0705456	0.00979091	0.0331242	0.0914423	0.0139277	0.0418277	0.0292341	0.0561152	0.0366268	0.00766444	0.916009	0.0460483	0.0556815	0.0177679	0.013871	0.117928	0.0768756	0.00542637	0.0790115	0.876971	0.174722	0.0573843	0.0448201	0.0160624	0.928266	0.0299766	0.026913	0.009469	0.0381931	0.862746	0.0197062	0.0457086	0.0124488	0.0185348	0.30499	0.00858686	0.0212465	0.0785757	0.0273799	0.274759	0.0235484	0.00712525	0.0199965	0.164576	0.0178349	0.048651	0.033371	0.00934863	0.0685171	0.0102993	0.0316141	0.00745371	0.894456	0.0171849	0.0698679	0.867469	0.0118432	0.00960411	0.00782291	0.0124146	0.0550549	0.0136997	0.859542	0.887677	0.0196909	0.0197514	0.0899909	0.915381	0.0314005	0.0209511	0.0313862	0.0392039	0.0561503	0.913722	0.0291957	0.0199645	0.0365321	0.0705164	0.0459449	0.0309329	0.0121937	0.917569	0.0303882	0.00718529	0.0192611	0.0285147	0.0389846	0.00446343	0.905851	0.00737276	0.701583	0.0189755	0.00860571	0.025271	0.00679771	0.0313449	0.0484493	0.905598	0.0243973	0.00743189	0.0412822	0.0242185	0.0312279	0.166431	0.0581243	0.00459508
V6_S7	0.0237362	0.037902	0.0428749	0.140434	0.844662	0.142534	0.0291303	0.0506538	0.0229622	0.0664132	0.937876	0.875802	0.0726307	0.0668455	0.0270556	0.115487	0.0295925	0.0281259	0.0115263	0.110718	0.0488109	0.0165515	0.128373	0.903492	0.0230714	0.0536613	0.0429499	0.0262234	0.0328325	0.0368416	0.0460704	0.859274	0.0618081	0.0453047	0.0434341	0.0923681	0.22466	0.0663058	0.0389529	0.081152	0.0552795	0.314385	0.0860616	0.0182239	0.0398638	0.0956071	0.0228081	0.0598586	0.0450793	0.0783183	0.0533593	0.0214813	0.834891	0.0705067	0.0786544	0.0412488	0.0245613	0.110456	0.113192	0.0226324	0.0805807	0.817778	0.224587	0.0665888	0.0608099	0.0292306	0.898415	0.0395821	0.0490854	0.0240996	0.0486345	0.849191	0.0452484	0.0684658	0.0260626	0.043233	0.286246	0.0111407	0.0346454	0.142502	0.0485949	0.294171	0.0280312	0.0373178	0.0439447	0.182074	0.0281384	0.0730318	0.0395973	0.0164521	0.078198	0.0288571	0.0448577	0.0365221	0.865859	0.0281028	0.0781199	0.886472	0.0305093	0.0154048	0.0213357	0.0271346	0.0777302	0.0228936	0.842647	0.881149	0.0226403	0.0453129	0.116271	0.899179	0.0383625	0.0304531	0.0431988	0.0554827	0.102697	0.871497	0.0372085	0.0422666	0.0400889	0.0786141	0.0650541	0.0445219	0.0506346	0.899563	0.0380703	0.0139845	0.0593187	0.0334272	0.0473513	0.0152803	0.905691	0.0119232	0.686756	0.0404285	0.0224629	0.0410327	0.0121315	0.037322	0.0704853	0.879094	0.0550532	0.0253059	0.0663592	0.0371145	0.0391135	0.1982	0.103575	0.0154369
V6_S8	0.0121688	0.0348586	0.0368583	0.148048	0.835723	0.118888	0.0290727	0.0406314	0.0168484	0.0520582	0.948833	0.874522	0.0578849	0.0578918	0.0135443	0.0879511	0.0227457	0.0285732	0.00875021	0.0966612	0.0285583	0.0101754	0.128832	0.905444	0.0174116	0.0336885	0.0421828	0.0268824	0.0270738	0.0213996	0.0379854	0.893609	0.052116	0.0379931	0.0262111	0.114069	0.181201	0.0576896	0.0290912	0.066086	0.0421138	0.275108	0.086898	0.015795	0.0454898	0.106585	0.01715	0.0463612	0.0397406	0.0584795	0.039747	0.0124928	0.909994	0.0522159	0.0646511	0.0265571	0.0173304	0.0556163	0.098913	0.00828536	0.0866852	0.858391	0.179887	0.0531974	0.0502857	0.024635	0.912049	0.0350898	0.0357346	0.0110488	0.0418096	0.847456	0.0274973	0.0540747	0.0158629	0.0225228	0.313298	0.00925115	0.0282131	0.0964607	0.035851	0.291544	0.0269528	0.0134094	0.0236761	0.156197	0.0250582	0.0533789	0.033368	0.0104611	0.0785836	0.00944596	0.0316838	0.0130286	0.878683	0.0235731	0.078571	0.868581	0.0158024	0.0103333	0.0124895	0.0156617	0.0604494	0.016943	0.850005	0.881141	0.0172989	0.0272989	0.0930042	0.893494	0.0354369	0.0235519	0.0389099	0.0420519	0.147402	0.883419	0.0369395	0.0268121	0.0337541	0.065223	0.0566607	0.0302034	0.088974	0.906584	0.035374	0.00844556	0.0620855	0.0265289	0.0457334	0.00745546	0.905082	0.0110456	0.705067	0.0273461	0.0150142	0.0318762	0.00655487	0.0356527	0.0522475	0.897895	0.0449286	0.0104165	0.0348954	0.022473	0.0296899	0.159766	0.0791964	0.00716841
V6_S9	0.0113965	0.0380091	0.0298921	0.153115	0.840374	0.124781	0.0231896	0.0423964	0.0179885	0.0573389	0.939198	0.86026	0.0553739	0.0605777	0.0123836	0.0932356	0.0282403	0.0345315	0.011464	0.0947773	0.0301393	0.0153346	0.119172	0.880181	0.0179047	0.0351132	0.0374155	0.0193523	0.0280897	0.0142761	0.0365433	0.864541	0.0521028	0.0398999	0.0259196	0.0898078	0.227814	0.0602665	0.0304348	0.0702772	0.0475718	0.314002	0.0909287	0.0145508	0.055916	0.0514453	0.0182744	0.0458042	0.0401107	0.0666696	0.0467859	0.0104005	0.869761	0.0536484	0.0611604	0.0125281	0.0236413	0.102851	0.0902281	0.00615955	0.10408	0.838468	0.22752	0.0609785	0.0570446	0.0204673	0.895611	0.0341	0.0377214	0.0113735	0.0446968	0.832485	0.0280754	0.0553439	0.0182709	0.0270584	0.349135	0.008192	0.0281571	0.130067	0.0381778	0.32198	0.0329266	0.009245	0.0674187	0.196179	0.0220379	0.0589896	0.0497646	0.0105273	0.0711416	0.0312143	0.0283296	0.0095064	0.875562	0.028307	0.071315	0.866351	0.014684	0.00953634	0.010204	0.0130857	0.0428944	0.0187193	0.812087	0.86244	0.0208262	0.0255808	0.0891239	0.902196	0.0426255	0.0255576	0.0359879	0.0469941	0.0517143	0.877032	0.0372682	0.0272456	0.0335848	0.0736337	0.0579675	0.0277349	0.0160665	0.900364	0.038976	0.00906819	0.0262096	0.0302982	0.0466503	0.00819556	0.896004	0.0143921	0.670931	0.0283794	0.0111264	0.0281784	0.0129025	0.043096	0.0568193	0.898498	0.032615	0.0116891	0.040445	0.0315973	0.0352217	0.209723	0.073188	0.00832144
V7_S1	0.00628158	0.0291604	0.038114	0.0653666	0.86519	0.114181	0.0187861	0.0321456	0.00992879	0.0461238	0.944791	0.871495	0.0467052	0.0529445	0.00669661	0.0886475	0.0195637	0.0267597	0.0022633	0.0559781	0.0276387	0.0040167	0.109347	0.907701	0.0102217	0.0162883	0.028622	0.0146965	0.0220778	0.00799921	0.0255625	0.883212	0.0386844	0.0307316	0.0182889	0.0488176	0.145356	0.0531836	0.0243175	0.0631503	0.032759	0.267976	0.0585011	0.00796078	0.0279581	0.0611952	0.0102747	0.0394053	0.0250452	0.0516502	0.0286953	0.00626616	0.871191	0.0418384	0.0542507	0.0121746	0.0078283	0.0793343	0.0589381	0.00320868	0.0697464	0.867486	0.14467	0.0480628	0.0447981	0.0143553	0.921495	0.0280909	0.0279183	0.0058724	0.0326153	0.8424	0.0170618	0.0429644	0.00986325	0.0171086	0.346069	0.00645793	0.0157607	0.0923006	0.0283151	0.286514	0.0196815	0.0047843	0.0173143	0.150613	0.0126785	0.0497558	0.0302433	0.00479899	0.0710297	0.00633226	0.0208756	0.00482163	0.892575	0.01399	0.0696469	0.884384	0.00897802	0.00455567	0.00612631	0.00652783	0.0757355	0.0100561	0.865255	0.888443	0.0230263	0.0170433	0.0913722	0.910913	0.0272504	0.0186863	0.0301073	0.0327482	0.0516709	0.912934	0.0302628	0.0183483	0.0226434	0.0602194	0.0435768	0.0241733	0.0210754	0.919094	0.0286939	0.00504809	0.0545969	0.0211536	0.0391229	0.00430044	0.905801	0.00572536	0.740116	0.0153993	0.00673888	0.0154326	0.00400428	0.0269104	0.0424817	0.900551	0.0157894	0.00538865	0.0274161	0.0119487	0.0243725	0.19482	0.0702315	0.00399929
V7_S10	0.0080761	0.0293362	0.0296427	0.091822	0.862924	0.113221	0.0192919	0.03223	0.016137	0.0470217	0.933251	0.859159	0.0507665	0.0544919	0.00979064	0.104321	0.022306	0.0246083	0.00778387	0.0736437	0.0293651	0.00643646	0.117859	0.895514	0.0157326	0.0250612	0.0312343	0.0170684	0.0251205	0.0119835	0.0293416	0.858048	0.0384787	0.0344614	0.0212994	0.116892	0.189374	0.0546016	0.0243918	0.0638756	0.0397393	0.34601	0.0690701	0.0118823	0.0254227	0.0613892	0.0157105	0.0469718	0.036647	0.0544649	0.0423094	0.00750754	0.896854	0.0449892	0.0511378	0.0154305	0.0205588	0.0922564	0.0745583	0.00665	0.0825784	0.848953	0.190711	0.055177	0.0487239	0.0202721	0.900533	0.0316549	0.0267641	0.00816531	0.0402398	0.819427	0.0231973	0.0458815	0.0132521	0.0190666	0.321534	0.00745717	0.0217275	0.103742	0.0271913	0.255247	0.0225548	0.0069952	0.0259347	0.19686	0.017049	0.0472009	0.0292727	0.00676131	0.0603492	0.0291943	0.0326568	0.00676649	0.877803	0.0304979	0.0606826	0.866856	0.0156686	0.00626831	0.00754767	0.00983701	0.0727457	0.0159772	0.831368	0.875229	0.0175207	0.0203723	0.0973072	0.880205	0.0289621	0.0197592	0.0284262	0.0392584	0.0663955	0.894796	0.027904	0.023835	0.0341647	0.0599962	0.0492723	0.0252493	0.0144347	0.914346	0.0288754	0.00651198	0.0236109	0.0228771	0.0346401	0.00615199	0.891453	0.00847496	0.684961	0.0199408	0.00996575	0.0199647	0.00592444	0.0289382	0.0552004	0.895282	0.0234288	0.00999638	0.0278461	0.0224633	0.028176	0.173683	0.0646782	0.00640791
V7_S11	0.00973872	0.0286711	0.0337697	0.0775877	0.835338	0.123579	0.0291699	0.0395259	0.0144091	0.0505458	0.909312	0.843091	0.057245	0.0538388	0.00960934	0.0923878	0.0246702	0.0303398	0.0104792	0.0728056	0.029896	0.00962241	0.117005	0.865783	0.0143592	0.0245688	0.040854	0.017994	0.0283824	0.0120724	0.0348795	0.865051	0.0462025	0.0362607	0.021193	0.0611173	0.157808	0.0528787	0.0305913	0.0663905	0.0387872	0.214883	0.0827952	0.0129226	0.0473597	0.0593688	0.0142681	0.049339	0.032531	0.0603467	0.0426853	0.00801294	0.876251	0.0521792	0.0635987	0.0156755	0.0165064	0.0937712	0.0770027	0.00504168	0.0910275	0.767067	0.158007	0.0581098	0.0539187	0.0149554	0.896162	0.0337644	0.0326321	0.00938944	0.042562	0.812886	0.0240175	0.0536936	0.0143241	0.0103653	0.356941	0.00841084	0.02101	0.0855115	0.0319765	0.30482	0.021275	0.00741806	0.0188885	0.178721	0.0158081	0.0469984	0.0266388	0.00592168	0.081695	0.102636	0.03246	0.00740524	0.88375	0.0243384	0.0824754	0.854541	0.010888	0.00742178	0.00810262	0.0103883	0.0782316	0.0141529	0.808978	0.86643	0.0168943	0.0207882	0.0895266	0.896249	0.0308821	0.0217222	0.0320245	0.0386167	0.144911	0.85994	0.0354374	0.0245449	0.0316615	0.0726181	0.0525541	0.0262265	0.0297872	0.914465	0.0287001	0.00563404	0.0350629	0.027588	0.0435988	0.00710561	0.884331	0.0109563	0.663164	0.0283542	0.0120524	0.0159196	0.00651886	0.0311204	0.0519282	0.893138	0.0167588	0.00898824	0.0320272	0.0134186	0.0306324	0.185289	0.0743978	0.00709413
