sample	probe_id	CpG_meth	CpG_total	CpG_frac	nonCpG_meth	nonCpG_total	nonCpG_frac	n_reads	n_reads_with_CpG
V8_S7	cg20690085	244	307	0.794788	70	1727	0.0405327	50	50
V8_S7	cg20872937	274	4763	0.0575268	396	12727	0.031115	362	362
V8_S7	cg20980783	227	4337	0.0523403	234	11605	0.0201637	343	343
V8_S7	cg21038156	283	3723	0.076014	250	8693	0.0287588	288	288
V8_S7	cg21039708	41	625	0.0656	46	1926	0.0238837	57	57
V8_S7	cg21185289	454	4598	0.0987386	467	12489	0.0373929	381	381
V8_S7	cg21277995	364	5756	0.0632384	423	10509	0.0402512	365	365
V8_S7	cg21790626	28	416	0.0673077	49	1132	0.0432862	38	38
V8_S7	cg21898844	396	482	0.821577	69	2763	0.0249729	78	78
V8_S7	cg21929943	57	704	0.0809659	129	1910	0.0675393	57	57
V8_S7	cg22231056	22	333	0.0660661	44	1153	0.0381613	33	33
V8_S7	cg22399133	70	425	0.164706	83	1504	0.0551862	37	37
V8_S7	cg22868282	88	1982	0.0443996	116	5525	0.0209955	185	185
V8_S7	cg23026864	43	822	0.0523114	69	1629	0.0423573	49	49
V8_S7	cg23164203	31	440	0.0704545	84	1815	0.046281	53	53
V8_S7	cg23871697	564	624	0.903846	137	2578	0.053142	60	60
V8_S7	cg23912454	15	378	0.0396825	21	941	0.0223167	27	27
V8_S7	cg23960736	39	58	0.672414	13	1533	0.0084801	48	43
V8_S7	cg24221648	7	571	0.0122592	7	1131	0.00618921	38	38
V8_S7	cg24292235	45	1258	0.0357711	107	3867	0.02767	112	112
V8_S7	cg24416513	50	600	0.0833333	22	603	0.0364842	23	23
V8_S7	cg24507921	10	216	0.0462963	19	1564	0.0121483	42	42
V8_S7	cg24632241	1	88	0.0113636	0	257	0	7	7
V8_S7	cg24761507	1056	13462	0.078443	1338	46212	0.0289535	1423	1422
V8_S7	cg24831879	602	705	0.853901	256	3643	0.0702718	82	82
V8_S7	cg25200152	26	379	0.0686016	60	1142	0.0525394	41	41
V8_S7	cg25875213	37	1375	0.0269091	43	4068	0.0105703	132	132
V8_S7	cg25884711	118	2378	0.0496215	209	7505	0.0278481	210	210
V8_S7	cg26121782	33	488	0.067623	21	951	0.022082	31	31
V8_S7	cg26682580	194	3714	0.0522348	240	10538	0.0227747	293	293
V8_S7	cg27200446	1106	4244	0.260603	620	11740	0.0528109	364	364
V8_S7	cg27393010	58	620	0.0935484	108	1727	0.0625362	53	53
V8_S7	cg27577527	1	321	0.00311526	13	1367	0.00950988	38	38
V8_S8	cg00002719	4	314	0.0127389	1	991	0.00100908	42	42
V8_S8	cg00469207	466	2554	0.182459	112	6542	0.0171201	242	242
V8_S8	cg00582524	32	503	0.0636183	37	1483	0.0249494	61	61
V8_S8	cg00995986	212	349	0.60745	26	2374	0.010952	83	74
V8_S8	cg01163404	929	1164	0.79811	159	5515	0.0288305	197	197
V8_S8	cg01419831	1135	3604	0.314928	53	9699	0.00546448	375	375
V8_S8	cg01452847	240	1888	0.127119	29	3874	0.0074858	147	147
V8_S8	cg01576677	273	1587	0.172023	87	3110	0.0279743	116	116
V8_S8	cg02467990	58	1455	0.0398625	116	3116	0.0372272	124	124
V8_S8	cg02511231	7761	28403	0.273246	998	64743	0.0154148	2464	2464
V8_S8	cg02571204	668	718	0.930362	8	2453	0.00326131	102	102
V8_S8	cg02699898	1512	1837	0.823081	26	7221	0.00360061	220	220
V8_S8	cg02919936	2341	9389	0.249334	425	24322	0.0174739	903	903
V8_S8	cg03011535	2447	7016	0.348774	63	16567	0.00380274	615	615
V8_S8	cg03217795	299	3445	0.0867925	75	6760	0.0110947	259	259
V8_S8	cg03257575	344	1400	0.245714	65	3454	0.0188188	142	142
V8_S8	cg03401096	919	5338	0.172162	260	12451	0.0208819	524	524
V8_S8	cg03502002	40	1182	0.0338409	54	2254	0.0239574	86	86
V8_S8	cg03563667	12	1061	0.0113101	15	2384	0.00629195	82	82
V8_S8	cg03735888	5	178	0.0280899	7	618	0.0113269	25	25
V8_S8	cg04123776	324	1791	0.180905	10	5005	0.001998	200	200
V8_S8	cg04261408	6	546	0.010989	25	1131	0.0221043	55	55
V8_S8	cg04281464	693	2803	0.247235	119	7667	0.0155211	293	293
V8_S8	cg04869380	363	448	0.810268	91	3856	0.0235996	100	100
V8_S8	cg04904331	53	3226	0.016429	43	6780	0.00634218	272	272
V8_S8	cg05057720	990	2070	0.478261	114	4745	0.0240253	167	167
V8_S8	cg05166490	137	5364	0.0255406	190	9842	0.019305	413	413
V8_S8	cg05302386	2050	9308	0.220241	462	26674	0.0173202	942	942
V8_S8	cg05374412	77	2522	0.0305313	118	7639	0.015447	255	254
V8_S8	cg05377226	50	3660	0.0136612	79	7999	0.00987623	350	350
V8_S8	cg05917460	1187	6869	0.172805	368	20617	0.0178493	764	759
V8_S8	cg06013113	629	916	0.686681	183	3545	0.051622	120	120
V8_S8	cg06382344	3938	7650	0.514771	195	11769	0.016569	437	437
V8_S8	cg06463958	1467	8643	0.169733	388	22476	0.0172629	843	843
V8_S8	cg06530490	404	2886	0.139986	51	6389	0.00798247	248	248
V8_S8	cg06590173	246	358	0.687151	43	2715	0.0158379	109	95
V8_S8	cg06825142	7732	13804	0.560127	431	32369	0.0133152	1172	1168
V8_S8	cg06962944	2258	5727	0.394273	170	13403	0.0126837	505	505
V8_S8	cg07790615	145	5061	0.0286505	186	9182	0.020257	391	390
V8_S8	cg07915921	115	1113	0.103324	85	2539	0.0334777	96	96
V8_S8	cg08382226	539	1357	0.3972	14	3818	0.00366684	154	153
V8_S8	cg08548396	1176	2484	0.47343	89	6226	0.0142949	249	249
V8_S8	cg08566455	24	420	0.0571429	1	728	0.00137363	28	28
V8_S8	cg08862890	194	2732	0.0710102	93	7110	0.0130802	253	253
V8_S8	cg08934785	212	1010	0.209901	166	4934	0.0336441	176	176
V8_S8	cg09250933	228	771	0.29572	0	3121	0	101	101
V8_S8	cg09493505	166	7856	0.0211303	252	16123	0.0156298	641	641
V8_S8	cg10143067	251	2312	0.108564	19	6733	0.00282192	268	268
V8_S8	cg10249375	446	2195	0.203189	168	6945	0.0241901	252	252
V8_S8	cg10512745	7447	26091	0.285424	1197	65417	0.018298	2631	2621
V8_S8	cg11014373	369	1771	0.208357	21	4377	0.00479781	188	188
V8_S8	cg11017065	1155	5374	0.214924	306	13690	0.0223521	501	501
V8_S8	cg11314310	1279	1563	0.818298	47	4866	0.00965886	179	179
V8_S8	cg11561737	1134	6679	0.169786	176	14625	0.0120342	601	601
V8_S8	cg11601252	27701	48453	0.571709	2269	119417	0.0190006	4487	4471
V8_S8	cg11660826	197	879	0.224118	3	2430	0.00123457	102	102
V8_S8	cg11942956	175	892	0.196188	49	1426	0.0343619	54	54
V8_S8	cg11957331	665	3797	0.175138	123	8270	0.014873	340	340
V8_S8	cg12042659	128	2140	0.0598131	93	7024	0.0132403	266	266
V8_S8	cg12074025	31	1042	0.0297505	67	2757	0.0243018	109	109
V8_S8	cg12483476	985	9602	0.102583	189	16150	0.0117028	645	645
V8_S8	cg12528056	971	1491	0.651241	19	3577	0.00531171	119	119
V8_S8	cg12928379	2455	4381	0.560374	121	9885	0.0122408	364	364
V8_S8	cg12974388	7893	24324	0.324494	1249	63416	0.0196953	2371	2361
V8_S8	cg13314145	954	10607	0.0899406	240	19423	0.0123565	795	795
V8_S8	cg13592399	3087	10045	0.307317	491	29440	0.016678	1078	1077
V8_S8	cg13840308	851	1102	0.772232	11	3980	0.00276382	137	137
V8_S8	cg13912117	440	7783	0.0565335	281	19589	0.0143448	721	721
V8_S8	cg13939859	397	1317	0.301443	28	2141	0.013078	88	88
V8_S8	cg13958426	3	461	0.00650759	1	1439	0.000694927	65	65
V8_S8	cg14038391	1291	2972	0.434388	140	6372	0.0219711	226	226
V8_S8	cg14050824	1744	2131	0.818395	83	6645	0.0124906	220	220
V8_S8	cg14123923	241	898	0.268374	4	1270	0.00314961	51	51
V8_S8	cg14168530	2998	8366	0.358355	319	19551	0.0163163	730	730
V8_S8	cg14186641	3360	9129	0.368058	376	17110	0.0219755	688	688
V8_S8	cg14327531	9	238	0.0378151	1	774	0.00129199	39	39
V8_S8	cg14394692	4586	10601	0.432601	342	22681	0.0150787	801	801
V8_S8	cg14458834	163	766	0.212794	0	1476	0	54	54
V8_S8	cg14473102	631	1564	0.403453	14	2210	0.00633484	82	82
V8_S8	cg14489801	10	83	0.120482	1	502	0.00199203	17	17
V8_S8	cg14712186	2277	7105	0.320479	208	11092	0.0187523	454	453
V8_S8	cg14743594	3820	9049	0.422146	122	16519	0.00738543	667	666
V8_S8	cg14861089	418	1798	0.232481	52	3403	0.0152806	124	124
V8_S8	cg15044248	121	4794	0.0252399	213	12543	0.0169816	463	463
V8_S8	cg15267232	321	1334	0.24063	42	2979	0.0140987	99	99
V8_S8	cg15467646	902	3130	0.288179	83	7224	0.0114895	266	266
V8_S8	cg15576900	564	3266	0.172688	152	7733	0.019656	307	307
V8_S8	cg15778437	326	1768	0.184389	16	4893	0.00326998	177	177
V8_S8	cg15836635	165	3716	0.0444026	106	11411	0.00928928	410	409
V8_S8	cg15994026	1139	4374	0.260402	98	11539	0.00849294	429	429
V8_S8	cg16150752	146	3348	0.0436081	45	5738	0.00784245	239	239
V8_S8	cg16328106	41	383	0.10705	47	1111	0.0423042	45	45
V8_S8	cg16732616	514	1840	0.279348	30	2970	0.010101	113	113
V8_S8	cg16779463	54	1810	0.0298343	113	4628	0.0244166	174	174
V8_S8	cg16926316	410	649	0.631741	83	2594	0.0319969	76	76
V8_S8	cg17031478	131	1440	0.0909722	54	3472	0.015553	126	126
V8_S8	cg17712694	110	3510	0.031339	106	6135	0.0172779	260	260
V8_S8	cg17774001	277	352	0.786932	2	2325	0.000860215	95	94
V8_S8	cg17812788	47	932	0.0504292	47	1912	0.0245816	80	80
V8_S8	cg17839237	24	634	0.0378549	21	1883	0.0111524	79	79
V8_S8	cg17872757	1030	5067	0.203276	211	11449	0.0184296	463	463
V8_S8	cg17969084	1175	5582	0.210498	112	14018	0.00798973	542	542
V8_S8	cg18091469	3	149	0.0201342	2	503	0.00397614	22	22
V8_S8	cg18206027	92	4622	0.0199048	132	9446	0.0139742	377	377
V8_S8	cg18621142	429	625	0.6864	96	2607	0.0368239	95	95
V8_S8	cg18751958	1300	1690	0.769231	68	5810	0.011704	172	172
V8_S8	cg18816098	60	1301	0.0461184	151	3563	0.04238	135	135
V8_S8	cg19497031	7915	24719	0.320199	688	38747	0.0177562	1582	1582
V8_S8	cg19807257	97	276	0.351449	0	752	0	29	29
V8_S8	cg19882915	508	630	0.806349	106	2849	0.037206	89	89
V8_S8	cg20072442	844	2039	0.413928	104	5446	0.0190966	202	202
V8_S8	cg20079899	857	4109	0.208567	212	8752	0.024223	353	352
V8_S8	cg20183619	1332	8467	0.157317	573	23445	0.0244402	884	883
V8_S8	cg20295992	2411	7045	0.342229	215	19809	0.0108537	771	771
V8_S8	cg20449590	220	1249	0.176141	102	2604	0.0391705	125	125
V8_S8	cg20690085	472	559	0.844365	7	2667	0.00262467	93	92
V8_S8	cg20872937	4208	11896	0.353732	458	31162	0.0146974	1146	1146
V8_S8	cg20980783	2972	10212	0.29103	440	21004	0.0209484	793	793
V8_S8	cg21038156	4093	13340	0.306822	513	26872	0.0190905	1047	1044
V8_S8	cg21039708	269	1520	0.176974	46	4464	0.0103047	167	167
V8_S8	cg21185289	1789	10591	0.168917	568	25993	0.021852	982	975
V8_S8	cg21277995	1857	10908	0.170242	493	18532	0.0266026	814	814
V8_S8	cg21790626	42	702	0.0598291	20	1793	0.0111545	65	65
V8_S8	cg21898844	1574	1851	0.850351	74	9247	0.0080026	330	329
V8_S8	cg21929943	394	2272	0.173415	39	6177	0.00631374	219	219
V8_S8	cg22231056	35	549	0.0637523	83	1561	0.053171	62	62
V8_S8	cg22399133	467	858	0.544289	22	2587	0.00850406	82	82
V8_S8	cg22868282	154	4065	0.0378844	313	9679	0.0323381	429	429
V8_S8	cg23026864	24	909	0.0264026	18	1672	0.0107656	70	70
V8_S8	cg23164203	12	874	0.01373	26	3396	0.00765607	123	123
V8_S8	cg23871697	1718	2031	0.845889	225	7705	0.0292018	216	216
V8_S8	cg23912454	5	865	0.00578035	15	1982	0.00756811	75	75
V8_S8	cg23960736	28	88	0.318182	36	2343	0.0153649	81	75
V8_S8	cg24221648	535	2384	0.224413	107	4142	0.0258329	160	160
V8_S8	cg24292235	609	4489	0.135665	197	10666	0.0184699	393	393
V8_S8	cg24416513	1268	2097	0.604673	52	2517	0.0206595	105	105
V8_S8	cg24507921	4	240	0.0166667	2	1718	0.00116414	53	53
V8_S8	cg24632241	1650	4022	0.410244	235	10521	0.0223363	392	392
V8_S8	cg24761507	12743	45615	0.27936	2201	127493	0.0172637	5035	5017
V8_S8	cg24831879	292	539	0.541744	37	2624	0.0141006	77	77
V8_S8	cg25200152	287	728	0.394231	42	2521	0.0166601	95	95
V8_S8	cg25875213	1901	5124	0.370999	209	13265	0.0157557	520	520
V8_S8	cg25884711	2188	8422	0.259796	392	24057	0.0162946	872	872
V8_S8	cg26121782	2	652	0.00306748	1	1152	0.000868056	51	51
V8_S8	cg26682580	542	9940	0.0545272	266	23120	0.0115052	885	885
V8_S8	cg27200446	1071	6181	0.173273	530	16142	0.0328336	598	598
V8_S8	cg27393010	523	1607	0.325451	96	4284	0.022409	159	159
V8_S8	cg27577527	0	136	0	0	557	0	21	21
V14_S1	cg00002719	30	444	0.0675676	46	1614	0.0285006	50	50
V14_S1	cg00469207	58	1051	0.0551855	92	2871	0.0320446	76	76
V14_S1	cg00582524	25	388	0.064433	37	1302	0.0284178	34	34
V14_S1	cg00995986	20	277	0.0722022	45	1945	0.0231362	52	49
V14_S1	cg01163404	341	412	0.82767	47	2102	0.0223597	56	56
V14_S1	cg01419831	367	2349	0.156237	263	7519	0.0349781	234	234
V14_S1	cg01452847	35	665	0.0526316	60	1603	0.0374298	46	46
V14_S1	cg01576677	63	953	0.066107	51	2174	0.0234591	65	65
V14_S1	cg02467990	11	286	0.0384615	12	654	0.0183486	18	18
V14_S1	cg02511231	780	8714	0.0895111	1066	22336	0.0477256	645	645
V14_S1	cg02571204	257	278	0.92446	43	1202	0.0357737	38	38
V14_S1	cg02699898	490	572	0.856643	113	2291	0.0493234	57	57
V14_S1	cg02919936	546	5484	0.0995624	817	15151	0.0539238	426	426
V14_S1	cg03011535	318	3464	0.0918014	324	9014	0.0359441	253	253
V14_S1	cg03217795	71	1208	0.0587748	160	2860	0.0559441	83	83
V14_S1	cg03257575	65	439	0.148064	56	1460	0.0383562	41	41
V14_S1	cg03401096	155	1717	0.0902737	202	4182	0.0483022	130	130
V14_S1	cg03502002	43	258	0.166667	74	457	0.161926	16	16
V14_S1	cg03563667	17	435	0.0390805	30	990	0.030303	25	25
V14_S1	cg03735888	92	749	0.12283	50	2564	0.0195008	75	75
V14_S1	cg04123776	53	807	0.0656753	126	2621	0.0480733	78	78
V14_S1	cg04261408	32	355	0.0901408	54	749	0.0720961	26	26
V14_S1	cg04281464	227	1103	0.205802	130	3485	0.0373027	97	97
V14_S1	cg04869380	259	278	0.931655	101	2690	0.0375465	55	54
V14_S1	cg04904331	55	1484	0.037062	128	3488	0.0366972	105	105
V14_S1	cg05057720	46	969	0.0474716	59	2175	0.0271264	61	61
V14_S1	cg05166490	257	3467	0.0741275	240	8383	0.0286294	233	233
V14_S1	cg05302386	90	2295	0.0392157	251	7309	0.0343412	202	202
V14_S1	cg05374412	121	2124	0.056968	243	6696	0.0362903	170	170
V14_S1	cg05377226	146	1348	0.108309	413	3412	0.121043	100	100
V14_S1	cg05917460	171	2550	0.0670588	330	8615	0.0383053	240	240
V14_S1	cg06013113	508	591	0.85956	137	2760	0.0496377	69	69
V14_S1	cg06382344	185	2308	0.080156	196	3677	0.0533043	116	116
V14_S1	cg06463958	419	5984	0.0700201	712	16715	0.0425965	488	488
V14_S1	cg06530490	103	1532	0.0672324	146	3792	0.0385021	117	117
V14_S1	cg06590173	14	97	0.14433	97	1167	0.0831191	33	25
V14_S1	cg06825142	1592	5162	0.308408	503	14822	0.033936	427	427
V14_S1	cg06962944	46	886	0.0519187	44	2317	0.0189901	62	62
V14_S1	cg07790615	190	3682	0.0516024	247	7535	0.0327804	239	239
V14_S1	cg07915921	33	367	0.0899183	21	896	0.0234375	25	25
V14_S1	cg08382226	156	2243	0.0695497	207	7284	0.0284185	221	221
V14_S1	cg08548396	538	1457	0.369252	195	4090	0.0476773	124	124
V14_S1	cg08566455	9	309	0.0291262	8	647	0.0123648	14	14
V14_S1	cg08862890	10	647	0.015456	40	1904	0.0210084	57	57
V14_S1	cg08934785	10	366	0.0273224	60	1773	0.0338409	54	54
V14_S1	cg09250933	80	540	0.148148	94	2197	0.0427856	60	60
V14_S1	cg09493505	108	2854	0.0378416	288	6842	0.042093	205	205
V14_S1	cg10143067	107	1409	0.0759404	133	4606	0.0288754	139	138
V14_S1	cg10249375	90	1257	0.071599	194	4149	0.0467583	111	111
V14_S1	cg10512745	1137	12582	0.0903672	1808	37702	0.047955	1179	1178
V14_S1	cg11014373	110	1230	0.0894309	188	3677	0.0511286	116	116
V14_S1	cg11017065	50	1044	0.0478927	93	3004	0.0309587	88	88
V14_S1	cg11314310	502	600	0.836667	51	2183	0.0233623	69	69
V14_S1	cg11561737	198	2478	0.0799031	271	5877	0.046112	194	194
V14_S1	cg11601252	1035	12094	0.0855796	1267	33559	0.0377544	1008	1007
V14_S1	cg11660826	14	269	0.0520446	33	894	0.0369128	29	29
V14_S1	cg11942956	17	561	0.030303	21	1209	0.0173697	31	31
V14_S1	cg11957331	307	1923	0.159646	220	4908	0.0448248	140	140
V14_S1	cg12042659	41	279	0.146953	86	923	0.0931744	28	28
V14_S1	cg12074025	12	592	0.0202703	42	1871	0.0224479	54	54
V14_S1	cg12483476	386	2898	0.133195	229	5443	0.0420724	157	157
V14_S1	cg12528056	645	810	0.796296	158	2003	0.0788817	56	56
V14_S1	cg12928379	292	965	0.302591	75	2512	0.0298567	74	74
V14_S1	cg12974388	1001	11853	0.0844512	1420	37674	0.0376918	1108	1104
V14_S1	cg13314145	405	4785	0.0846395	365	9926	0.0367721	285	285
V14_S1	cg13592399	130	2783	0.0467122	405	9627	0.0420692	259	259
V14_S1	cg13840308	564	627	0.899522	130	2474	0.0525465	74	74
V14_S1	cg13912117	426	5175	0.0823188	803	14378	0.0558492	399	399
V14_S1	cg13939859	86	653	0.1317	66	1237	0.0533549	41	41
V14_S1	cg13958426	2	44	0.0454545	6	180	0.0333333	6	6
V14_S1	cg14038391	58	1028	0.0564202	79	2842	0.0277973	75	75
V14_S1	cg14050824	526	617	0.852512	65	2057	0.0315994	54	54
V14_S1	cg14123923	57	633	0.0900474	47	1178	0.0398981	37	37
V14_S1	cg14168530	351	3904	0.0899078	411	10044	0.04092	306	306
V14_S1	cg14186641	226	4460	0.0506726	371	8712	0.0425849	286	286
V14_S1	cg14327531	14	335	0.041791	66	1071	0.0616246	37	37
V14_S1	cg14394692	1540	3922	0.392657	352	9542	0.0368895	262	262
V14_S1	cg14458834	3	163	0.0184049	11	399	0.0275689	9	9
V14_S1	cg14473102	36	583	0.0617496	57	890	0.0640449	29	29
V14_S1	cg14489801	2	47	0.0425532	7	246	0.0284553	8	8
V14_S1	cg14712186	256	3072	0.0833333	258	6026	0.0428145	195	195
V14_S1	cg14743594	1283	3321	0.386329	306	6822	0.0448549	197	197
V14_S1	cg14861089	93	1017	0.0914454	141	2159	0.065308	59	59
V14_S1	cg15044248	3	201	0.0149254	17	471	0.0360934	15	15
V14_S1	cg15267232	50	753	0.0664011	127	1826	0.0695509	46	46
V14_S1	cg15467646	283	1362	0.207783	124	3455	0.03589	97	97
V14_S1	cg15576900	82	1888	0.0434322	187	5204	0.0359339	160	160
V14_S1	cg15778437	122	1178	0.103565	188	3372	0.0557533	92	92
V14_S1	cg15836635	142	2330	0.0609442	227	7809	0.029069	222	222
V14_S1	cg15994026	65	1192	0.0545302	250	3179	0.0786411	87	87
V14_S1	cg16150752	93	704	0.132102	81	1428	0.0567227	41	41
V14_S1	cg16328106	29	249	0.116466	95	869	0.109321	26	26
V14_S1	cg16732616	10	321	0.0311526	16	528	0.030303	19	19
V14_S1	cg16779463	69	1651	0.0417929	200	4802	0.0416493	133	133
V14_S1	cg16926316	265	331	0.800604	32	1444	0.0221607	32	32
V14_S1	cg17031478	39	575	0.0678261	78	1370	0.0569343	41	41
V14_S1	cg17712694	257	2020	0.127228	275	4075	0.0674847	124	124
V14_S1	cg17774001	184	223	0.825112	31	1492	0.0207775	44	44
V14_S1	cg17812788	9	387	0.0232558	14	932	0.0150215	25	25
V14_S1	cg17839237	14	123	0.113821	33	412	0.0800971	14	14
V14_S1	cg17872757	25	1007	0.0248262	84	2873	0.0292377	88	88
V14_S1	cg17969084	74	1581	0.0468058	139	4210	0.0330166	130	130
V14_S1	cg18091469	8	55	0.145455	6	227	0.0264317	6	6
V14_S1	cg18206027	19	606	0.0313531	41	1314	0.0312024	38	38
V14_S1	cg18621142	371	443	0.837472	64	2280	0.0280702	63	63
V14_S1	cg18751958	469	560	0.8375	120	1945	0.0616967	44	44
V14_S1	cg18816098	15	460	0.0326087	33	1367	0.0241405	39	39
V14_S1	cg19497031	300	4960	0.0604839	495	9155	0.0540688	304	304
V14_S1	cg19807257	108	667	0.161919	112	2184	0.0512821	58	58
V14_S1	cg19882915	447	488	0.915984	95	2309	0.0411434	56	56
V14_S1	cg20072442	188	2918	0.0644277	371	8471	0.0437965	242	242
V14_S1	cg20079899	73	1737	0.0420265	162	4395	0.0368601	135	135
V14_S1	cg20183619	219	3516	0.0622867	357	11027	0.0323751	313	313
V14_S1	cg20295992	168	2389	0.0703223	320	7622	0.0419837	238	238
V14_S1	cg20449590	82	558	0.146953	105	1507	0.0696749	48	48
V14_S1	cg20690085	298	343	0.868805	41	1923	0.0213209	53	53
V14_S1	cg20872937	299	4653	0.0642596	498	11895	0.0418663	334	334
V14_S1	cg20980783	319	4687	0.0680606	571	12293	0.0464492	350	350
V14_S1	cg21038156	210	3390	0.0619469	260	7994	0.0325244	254	253
V14_S1	cg21039708	74	621	0.119163	161	1902	0.0846477	51	51
V14_S1	cg21185289	540	5206	0.103726	647	13963	0.0463367	406	406
V14_S1	cg21277995	379	6095	0.0621821	532	11601	0.0458581	379	379
V14_S1	cg21790626	23	512	0.0449219	57	1483	0.0384356	41	41
V14_S1	cg21898844	281	320	0.878125	72	1743	0.0413081	47	47
V14_S1	cg21929943	93	854	0.108899	208	2666	0.0780195	71	71
V14_S1	cg22231056	12	376	0.0319149	51	1212	0.0420792	38	38
V14_S1	cg22399133	17	303	0.0561056	19	1038	0.0183044	27	27
V14_S1	cg22868282	89	1923	0.0462819	251	5306	0.0473049	160	160
V14_S1	cg23026864	76	949	0.0800843	106	1994	0.0531595	57	57
V14_S1	cg23164203	28	491	0.0570265	99	1794	0.0551839	52	52
V14_S1	cg23871697	547	595	0.919328	100	2335	0.0428266	52	52
V14_S1	cg23912454	19	415	0.0457831	45	1072	0.0419776	34	34
V14_S1	cg23960736	33	68	0.485294	20	1580	0.0126582	46	46
V14_S1	cg24221648	53	776	0.068299	88	1453	0.0605643	43	43
V14_S1	cg24292235	58	1294	0.0448223	135	3595	0.0375522	105	105
V14_S1	cg24416513	7	342	0.0204678	7	495	0.0141414	16	16
V14_S1	cg24507921	1	161	0.00621118	39	1194	0.0326633	30	30
V14_S1	cg24632241	5	154	0.0324675	6	392	0.0153061	14	14
V14_S1	cg24761507	1199	14413	0.0831888	1994	48782	0.0408757	1451	1449
V14_S1	cg24831879	517	560	0.923214	138	3055	0.0451718	69	69
V14_S1	cg25200152	16	474	0.0337553	33	1558	0.021181	50	50
V14_S1	cg25875213	60	1288	0.0465839	189	3721	0.0507928	115	115
V14_S1	cg25884711	187	2944	0.063519	319	9190	0.0347116	260	259
V14_S1	cg26121782	22	349	0.0630372	29	673	0.0430906	21	21
V14_S1	cg26682580	252	4144	0.0608108	468	10747	0.043547	298	298
V14_S1	cg27200446	923	3814	0.242003	615	11032	0.0557469	320	320
V14_S1	cg27393010	76	492	0.154472	112	1359	0.0824135	39	39
V14_S1	cg27577527	22	424	0.0518868	124	1603	0.077355	48	48
V14_S10	cg00002719	7	183	0.0382514	13	719	0.0180807	21	21
V14_S10	cg00469207	298	973	0.306269	237	3119	0.0759859	77	77
V14_S10	cg00582524	17	395	0.043038	11	1433	0.0076762	38	38
V14_S10	cg00995986	8	180	0.0444444	22	1395	0.0157706	32	32
V14_S10	cg01163404	204	271	0.752768	103	1545	0.0666667	34	34
V14_S10	cg01419831	240	1416	0.169492	192	4613	0.0416215	117	117
V14_S10	cg01452847	7	541	0.012939	4	1296	0.00308642	32	32
V14_S10	cg01576677	57	678	0.0840708	90	1730	0.0520231	41	41
V14_S10	cg02467990	20	801	0.0249688	113	1988	0.056841	53	53
V14_S10	cg02511231	521	5884	0.0885452	405	15395	0.0263072	407	407
V14_S10	cg02571204	381	391	0.974425	71	1636	0.0433985	44	43
V14_S10	cg02699898	497	608	0.817434	144	2497	0.0576692	51	51
V14_S10	cg02919936	297	3527	0.0842075	277	9863	0.0280848	239	239
V14_S10	cg03011535	99	1271	0.0778914	88	3778	0.0232927	88	88
V14_S10	cg03217795	5	398	0.0125628	11	984	0.0111789	27	27
V14_S10	cg03257575	84	593	0.141653	33	2038	0.0161923	47	47
V14_S10	cg03401096	92	1218	0.0755337	84	3189	0.0263405	78	78
V14_S10	cg03502002	2	180	0.0111111	0	368	0	10	10
V14_S10	cg03563667	2	366	0.00546448	7	875	0.008	19	19
V14_S10	cg03735888	13	268	0.0485075	5	900	0.00555556	21	21
V14_S10	cg04123776	13	623	0.0208668	13	2071	0.00627716	55	55
V14_S10	cg04261408	1	257	0.00389105	5	616	0.00811688	16	16
V14_S10	cg04281464	143	602	0.237542	48	2038	0.0235525	50	50
V14_S10	cg04869380	218	240	0.908333	24	2357	0.0101824	43	43
V14_S10	cg04904331	1	148	0.00675676	8	360	0.0222222	10	10
V14_S10	cg05057720	17	453	0.0375276	6	1005	0.00597015	24	24
V14_S10	cg05166490	156	2235	0.0697987	157	5115	0.030694	125	125
V14_S10	cg05302386	68	1487	0.0457297	202	4829	0.0418306	111	111
V14_S10	cg05374412	106	1297	0.0817271	172	4220	0.0407583	95	95
V14_S10	cg05377226	17	442	0.0384615	84	1197	0.0701754	28	28
V14_S10	cg05917460	102	1511	0.067505	119	5268	0.0225892	129	129
V14_S10	cg06013113	356	415	0.857831	22	1934	0.0113754	42	42
V14_S10	cg06382344	61	865	0.0705202	21	1605	0.0130841	36	36
V14_S10	cg06463958	332	3900	0.0851282	361	11927	0.0302675	308	308
V14_S10	cg06530490	33	815	0.0404908	29	2088	0.0138889	52	52
V14_S10	cg06590173	11	76	0.144737	9	713	0.0126227	17	14
V14_S10	cg06825142	554	1602	0.345818	68	4934	0.0137819	123	123
V14_S10	cg06962944	168	1365	0.123077	195	4217	0.0462414	92	92
V14_S10	cg07790615	116	2435	0.0476386	238	5314	0.0447874	148	148
V14_S10	cg07915921	32	364	0.0879121	4	874	0.00457666	22	22
V14_S10	cg08382226	54	427	0.126464	59	1462	0.0403557	38	38
V14_S10	cg08548396	396	953	0.41553	56	3047	0.0183787	73	73
V14_S10	cg08566455	18	116	0.155172	1	183	0.00546448	5	5
V14_S10	cg08862890	43	511	0.0841487	120	1515	0.0792079	37	37
V14_S10	cg08934785	16	277	0.0577617	24	1426	0.0168303	35	35
V14_S10	cg09250933	29	350	0.0828571	14	1391	0.0100647	31	31
V14_S10	cg09493505	76	2201	0.0345298	146	5535	0.0263776	138	138
